Article_len,Avg_Word_Len,CountOfNumbers,CountofExclaimation
1734,4.546136101499424,67,0
4,2.75,0,0
2179,3.9389628269848553,15,0
801,4.621722846441948,64,0
618,4.632686084142395,8,0
827,4.088270858524789,13,1
693,4.6998556998557,23,0
740,4.916216216216216,35,0
1187,4.496208930075821,8,0
4440,4.572522522522522,80,0
1254,4.452153110047847,15,4
735,4.793197278911564,38,0
579,4.504317789291883,27,6
372,4.440860215053763,6,0
836,4.866028708133971,20,0
842,4.844418052256532,2,0
539,4.504638218923933,5,0
509,4.669941060903732,10,0
724,4.951657458563536,11,0
368,5.179347826086956,45,0
696,4.853448275862069,35,0
497,4.812877263581489,4,2
648,4.905864197530864,10,0
443,4.234762979683973,15,0
1207,4.632145816072908,37,0
393,5.145038167938932,15,0
984,4.455284552845528,30,0
386,4.904145077720207,2,0
922,4.9045553145336225,17,0
533,5.022514071294559,34,0
1663,4.405291641611545,93,0
872,4.4610091743119265,19,0
1028,6.806420233463035,12,0
929,4.889128094725511,19,0
531,4.952919020715631,15,0
590,4.68135593220339,38,0
1,0.0,0,0
1,0.0,0,0
437,4.704805491990847,20,0
436,4.389908256880734,15,0
608,4.184210526315789,19,0
218,4.802752293577981,24,0
530,4.877358490566038,24,0
1027,4.424537487828627,22,0
803,4.933997509339975,32,0
887,4.4261555806087935,22,0
920,4.771739130434782,25,0
537,5.0,141,0
1196,4.344481605351171,8,0
475,4.606315789473684,5,0
735,4.444897959183673,6,0
449,4.102449888641425,4,0
1147,4.687881429816914,12,0
548,4.58029197080292,27,0
1310,4.708396946564886,67,0
934,4.643468950749464,12,0
719,5.001390820584144,34,0
896,4.5,6,0
2950,4.284406779661017,405,34
3193,4.317569683683057,440,24
2799,4.389782065023223,381,12
855,4.64093567251462,17,0
1141,4.377738825591586,150,0
851,4.556991774383079,16,0
264,4.886363636363637,7,0
927,4.299892125134844,10,0
417,4.884892086330935,29,0
673,4.160475482912333,6,0
204,4.764705882352941,9,0
566,5.056537102473499,30,0
778,4.947300771208226,37,0
1029,4.65597667638484,36,0
2741,4.072966070777088,275,21
130,4.638461538461539,16,0
553,4.575045207956601,17,0
728,4.843406593406593,9,0
374,4.922459893048129,3,0
604,4.837748344370861,30,0
640,4.6015625,24,0
586,4.952218430034129,71,0
359,4.158774373259053,2,0
503,4.540755467196819,41,0
654,4.77217125382263,0,0
838,4.505966587112172,16,0
679,4.287187039764359,14,0
1135,4.496916299559471,9,0
810,4.451851851851852,35,0
679,4.824742268041237,31,0
2472,4.684870550161812,50,0
1275,4.759215686274509,19,0
178,4.730337078651686,14,0
542,5.003690036900369,28,0
191,4.9214659685863875,13,0
523,4.778202676864245,5,0
377,4.689655172413793,18,0
250,4.836,7,0
1007,4.565044687189673,1,0
341,3.93841642228739,14,0
743,4.808882907133244,0,0
646,4.46749226006192,17,1
1138,4.76274165202109,20,0
1330,4.6721804511278195,36,0
811,4.729963008631319,26,0
368,4.809782608695652,0,0
547,4.720292504570384,12,0
838,4.212410501193317,17,0
543,4.5911602209944755,33,0
1461,5.002737850787132,45,0
985,4.3776649746192895,0,0
779,4.872913992297818,6,0
418,4.856459330143541,23,0
943,4.031813361611877,28,0
352,4.284090909090909,14,0
97,4.608247422680412,90,0
703,4.800853485064011,49,0
1202,4.509151414309485,19,0
414,4.4855072463768115,3,0
896,4.604910714285714,10,0
6805,4.808963997060984,847,4
1167,4.818337617823479,49,0
415,4.296385542168674,6,0
982,4.887983706720978,31,0
726,4.515151515151516,32,0
707,4.806223479490806,33,0
186,4.456989247311828,15,0
377,4.607427055702917,27,0
16136,4.535324739712444,1052,2
793,4.899117276166456,32,0
1089,3.9862258953168044,10,6
600,4.596666666666667,33,0
1055,4.581042654028436,37,0
770,4.585714285714285,18,0
361,4.562326869806094,21,1
234,4.14957264957265,13,0
622,4.758842443729904,5,1
184,4.603260869565218,22,0
2159,4.494210282538212,38,3
1559,4.4887748556767155,79,0
1033,4.748305905130687,32,0
747,4.805890227576975,33,0
743,4.4535666218035,41,0
1435,4.806968641114983,27,0
692,4.7398843930635834,45,1
361,4.246537396121884,22,0
760,4.794736842105263,42,0
1355,4.408118081180811,4,3
723,4.946058091286307,18,0
281,3.790035587188612,9,0
1961,4.490566037735849,12,0
805,4.919254658385094,22,0
941,4.439957492029755,17,0
294,4.663265306122449,22,0
1842,4.425081433224756,43,9
320,4.459375,27,0
696,4.189655172413793,10,3
896,4.583705357142857,12,0
2184,4.331501831501831,66,0
777,4.853281853281853,12,0
815,4.79877300613497,66,0
940,4.891489361702128,57,0
438,4.924657534246576,22,0
5969,4.214106215446473,422,13
606,5.112211221122112,20,0
547,4.60146252285192,27,0
357,4.988795518207283,24,0
487,4.435318275154004,19,1
1740,4.309195402298851,37,1
832,4.2764423076923075,2,0
855,4.470175438596491,49,0
602,4.392026578073089,0,1
640,3.840625,6,1
580,4.803448275862069,30,0
1016,4.69488188976378,26,0
368,4.975543478260869,22,0
605,4.831404958677686,17,0
567,4.73721340388007,5,0
1566,4.672413793103448,68,0
681,5.051395007342144,23,0
833,4.577430972388956,10,1
444,4.801801801801802,59,0
398,4.5879396984924625,12,0
409,4.5623471882640585,21,0
525,4.662857142857143,27,0
382,4.261780104712042,10,0
1067,5.062792877225867,39,0
134,4.955223880597015,13,0
1141,4.9912357581069235,97,0
226,4.911504424778761,30,0
794,5.152392947103275,10,0
577,4.59792027729636,51,0
312,4.971153846153846,52,0
495,4.561616161616161,20,0
783,4.4559386973180075,32,0
1175,4.223829787234043,34,0
3330,4.449549549549549,313,7
1254,4.195374800637959,4,0
757,4.684280052840158,34,0
380,4.247368421052632,35,0
428,4.516355140186916,28,0
606,4.712871287128713,9,0
493,4.419878296146044,64,0
860,4.665116279069768,20,2
1150,4.563478260869565,31,0
543,4.386740331491713,0,0
978,4.128834355828221,42,6
294,4.8061224489795915,20,1
675,4.183703703703704,1,0
690,4.697101449275363,17,0
647,4.975270479134466,35,0
846,4.5224586288416075,24,0
1112,4.66726618705036,6,0
199,4.371859296482412,0,0
463,4.444924406047516,44,0
1904,4.343487394957983,6,0
891,4.5331088664422,26,0
916,4.543668122270742,52,0
1374,4.615720524017467,28,0
526,4.6311787072243344,5,0
1567,4.116783663050414,37,0
652,4.881901840490798,62,0
756,4.712962962962963,16,0
1210,4.684297520661157,44,0
818,4.534229828850855,16,0
265,4.947169811320754,7,0
1293,4.901005413766435,29,0
268,4.787313432835821,0,0
293,5.051194539249146,29,0
1119,4.524575513851653,68,0
875,4.772571428571428,66,0
652,4.984662576687117,130,6
829,4.593486127864898,30,0
1436,4.494428969359332,37,0
1385,4.15667870036101,46,0
610,4.201639344262295,15,0
454,4.473568281938326,2,0
633,4.486571879936809,2,0
759,4.088274044795784,27,0
717,4.437935843793585,29,0
1570,4.318471337579618,54,3
671,5.040238450074516,4,0
363,4.449035812672176,6,0
466,4.130901287553648,6,1
631,4.286846275752773,4,0
671,4.600596125186289,8,0
1186,4.74283305227656,33,0
688,4.238372093023256,39,0
64,4.671875,0,0
64,3.96875,0,0
3010,4.762458471760797,232,0
186,4.166666666666667,4,0
455,4.8659340659340655,36,0
1176,4.466836734693878,35,0
432,3.900462962962963,25,0
757,4.515191545574637,16,0
953,3.8069254984260232,7,1
851,4.643948296122209,95,0
2,3.0,0,0
492,4.621951219512195,14,0
811,5.041923551171394,89,0
1083,4.562326869806094,37,0
612,4.599673202614379,14,0
706,4.593484419263456,28,0
1372,4.48396501457726,67,0
138,4.615942028985507,2,0
630,4.8920634920634924,18,0
658,4.878419452887538,6,0
961,4.500520291363164,16,0
815,4.6920245398773,16,0
861,4.664343786295006,13,0
619,4.21486268174475,21,0
1355,4.177859778597786,38,0
1077,4.480037140204271,18,0
927,4.763754045307444,18,0
549,4.688524590163935,18,0
496,4.701612903225806,66,0
791,4.539823008849558,19,0
216,4.782407407407407,10,0
2747,4.107025846377867,87,3
1870,4.444919786096257,218,0
1754,4.216077537058153,37,0
1348,4.869436201780416,35,0
1469,4.432266848196051,67,0
2027,4.2516033547113965,35,1
667,4.713643178410795,7,0
228,4.640350877192983,21,0
1015,4.7201970443349754,38,0
501,4.419161676646707,38,0
259,4.702702702702703,20,0
1715,4.524781341107872,19,0
759,4.625823451910408,11,0
1654,4.636638452237001,89,0
1716,4.255244755244755,27,0
639,4.472613458528952,20,0
251,5.051792828685259,10,0
554,4.792418772563177,6,0
1354,4.32274741506647,35,0
1367,4.777615215801024,4,0
801,4.667915106117353,46,1
1038,4.979768786127168,6,0
798,4.760651629072682,36,0
307,5.084690553745928,17,0
491,4.268839103869654,5,0
240,4.895833333333333,13,0
998,4.660320641282565,2,0
776,5.221649484536083,6,0
553,4.801084990958409,17,0
655,4.876335877862595,14,0
643,4.469673405909798,30,0
900,4.656666666666666,19,0
1216,4.8774671052631575,57,0
1173,4.931798806479113,6,0
1252,4.563897763578275,36,12
370,4.808108108108108,0,0
890,4.559550561797753,20,0
1390,4.473381294964029,20,0
794,4.4017632241813605,8,0
903,4.777408637873754,30,1
907,4.5203969128996695,33,0
1520,4.717763157894737,87,0
1162,4.876936316695353,33,0
3286,4.552647595861229,286,0
1027,4.527750730282376,50,0
1070,5.5607476635514015,22,0
982,4.796334012219959,23,0
1326,4.513574660633484,86,0
805,4.706832298136646,4,0
828,4.557971014492754,13,0
831,4.21540312876053,7,0
1326,4.412518853695325,14,1
262,4.412213740458015,37,0
836,4.952153110047847,29,0
334,4.820359281437126,4,0
587,4.691652470187393,78,0
4,3.25,0,0
2011,4.837394331178518,63,0
817,4.83843329253366,14,0
751,4.857523302263648,51,0
685,4.817518248175182,14,1
775,4.8,38,0
380,4.386842105263158,2,0
439,5.218678815489749,4,0
819,4.7936507936507935,64,0
1093,4.806038426349497,16,1
790,4.870886075949367,18,0
432,4.835648148148148,3,0
619,5.017770597738288,24,0
362,4.638121546961326,0,0
3202,4.853529044347283,387,0
728,4.675824175824176,51,0
1255,4.694820717131474,32,0
649,4.519260400616333,53,0
908,4.834801762114537,54,0
1392,4.226293103448276,0,1
310,5.109677419354838,23,0
585,5.066666666666666,19,1
2015,4.467990074441687,42,0
8298,4.501807664497469,626,11
1674,4.091397849462366,36,3
3365,4.442496285289748,418,16
521,4.326295585412668,6,1
357,4.526610644257703,10,0
1950,4.2323076923076925,46,4
720,4.8694444444444445,47,0
1031,4.380213385063046,25,0
2093,4.498327759197324,90,0
538,4.330855018587361,14,0
828,5.181159420289855,38,0
952,4.284663865546219,77,2
1385,4.515523465703971,65,0
561,4.839572192513369,16,0
672,4.111607142857143,29,0
504,4.325396825396825,8,0
906,4.518763796909492,25,0
629,4.348171701112878,4,0
901,4.694783573806881,16,0
470,4.868085106382979,79,0
621,4.851851851851852,31,0
1,0.0,0,0
1,0.0,0,0
454,4.8392070484581495,20,0
946,4.843551797040169,32,0
1159,4.5202761000862814,9,0
579,4.656303972366149,25,0
194,4.474226804123711,3,0
289,4.9100346020761245,10,0
224,5.147321428571429,4,0
414,4.142512077294686,14,0
995,4.143718592964824,22,0
266,4.601503759398496,6,0
184,4.907608695652174,10,0
600,4.836666666666667,24,0
259,4.5096525096525095,8,2
547,4.140767824497257,10,0
187,3.9946524064171123,6,0
253,4.861660079051384,0,0
812,4.0073891625615765,12,0
736,4.366847826086956,10,0
