class,allCaps,adjectives,superlatives,avgSentenceLen,neu,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
0,0.0,95.0,4.0,207.0,0.0,0.9988,0.14,0.846,0.014,0.0031974420463629096
0,1.0,114.0,1.0,185.4,0.0,0.9947,0.104,0.85,0.046,0.008746876115672974
0,1.0,41.0,0.0,168.66666666666666,0.0,0.9619,0.087,0.869,0.044,0.007456828885400314
0,0.0,177.0,4.0,141.36764705882354,0.0,-0.9996,0.05,0.797,0.153,0.0026817947395564724
0,1.0,250.0,16.0,138.9512195121951,0.0,-1.0,0.082,0.635,0.283,0.0023455824863174357
0,0.0,28.0,0.0,86.27777777777777,0.0,-0.9546,0.037,0.866,0.097,0.003814367450731087
0,0.0,32.0,0.0,190.11111111111111,0.0,0.9873,0.148,0.824,0.028,0.006972690296339338
0,2.0,29.0,0.0,45.24444444444445,0.0,0.9549,0.089,0.862,0.049,0.008165225744476465
0,1.0,91.0,4.0,166.73333333333332,0.0,0.9744,0.093,0.843,0.064,0.008930343322087716
0,1.0,147.0,1.0,137.6969696969697,0.0,0.9974,0.121,0.797,0.082,0.014741209871150907
0,1.0,40.0,0.0,180.78571428571428,0.0,-0.9875,0.096,0.727,0.176,0.003138485680659082
0,0.0,83.0,0.0,155.2941176470588,0.0,0.9977,0.132,0.815,0.053,0.004137671619334211
0,0.0,45.0,1.0,149.05263157894737,0.0,0.9888,0.133,0.804,0.063,0.002807017543859649
0,0.0,53.0,3.0,146.30769230769232,0.0,0.9366,0.063,0.917,0.02,0.003105590062111801
0,26.0,195.0,4.0,140.7840909090909,0.0,0.9964,0.088,0.851,0.061,0.006562625050020008
0,0.0,113.0,3.0,108.48148148148148,0.0,-0.9742,0.115,0.755,0.129,0.005234718000675448
0,0.0,44.0,0.0,138.42857142857142,0.0,0.9497,0.107,0.83,0.063,0.004605936540429887
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,78.0,1.0,116.375,0.0,0.9954,0.104,0.854,0.042,0.00574345883854499
0,0.0,86.0,1.0,198.3,0.0,-0.9904,0.028,0.888,0.083,0.00200652119388011
0,3.0,137.0,2.0,159.55,0.0,-0.9206,0.116,0.757,0.127,0.005604857543204111
0,36.0,48.0,1.0,142.0909090909091,0.0,-0.9922,0.034,0.861,0.105,0.016492229622581667
0,1.0,41.0,0.0,44.673469387755105,0.0,0.9803,0.122,0.843,0.035,0.011175681716584712
0,0.0,279.0,6.0,142.408,0.0,-0.9972,0.052,0.877,0.071,0.00740493291019431
0,0.0,104.0,2.0,147.63636363636363,0.0,0.1901,0.096,0.807,0.097,0.0038649308380797396
0,7.0,159.0,1.0,131.07462686567163,0.0,-0.9691,0.082,0.821,0.096,0.0038327133355878706
0,5.0,75.0,1.0,203.52941176470588,0.0,-0.9859,0.082,0.781,0.137,0.0031636468219729654
0,0.0,95.0,1.0,119.3913043478261,0.0,-0.8201,0.066,0.857,0.077,0.009204114780725501
0,0.0,171.0,5.0,198.73809523809524,0.0,0.6995,0.063,0.879,0.058,0.0045178932350493405
0,4.0,39.0,0.0,169.07692307692307,0.0,-0.872,0.063,0.838,0.099,0.00587437867148667
0,0.0,79.0,1.0,132.5142857142857,0.0,0.9317,0.078,0.874,0.048,0.009193927731451786
0,0.0,30.0,1.0,171.6,0.0,-0.8591,0.078,0.813,0.109,0.013317892298784018
0,0.0,123.0,1.0,158.62857142857143,0.0,0.8513,0.098,0.815,0.087,0.009284056418496696
0,4.0,127.0,5.0,120.2280701754386,0.0,0.6077,0.099,0.805,0.096,0.007224389539083947
0,3.0,242.0,5.0,108.27678571428571,0.0,0.9982,0.108,0.824,0.068,0.008410222911733486
0,1.0,34.0,1.0,144.41666666666666,0.0,0.9928,0.177,0.795,0.028,0.009174311926605505
0,1.0,41.0,1.0,279.6666666666667,0.0,0.9643,0.097,0.882,0.021,0.009506833036244802
0,0.0,18.0,0.0,182.71428571428572,0.0,-0.4019,0.076,0.844,0.08,0.00933852140077821
0,0.0,118.0,2.0,114.46808510638297,0.0,-0.9959,0.099,0.751,0.15,0.006439742410303588
0,0.0,36.0,0.0,144.0,0.0,0.9025,0.074,0.894,0.032,0.007565337001375516
0,21.0,72.0,0.0,181.5,0.0,0.9049,0.076,0.878,0.046,0.010644768856447688
0,0.0,152.0,2.0,140.10204081632654,0.0,0.9988,0.106,0.874,0.021,0.007660066483595895
0,0.0,68.0,1.0,126.86363636363636,0.0,0.9708,0.092,0.872,0.035,0.004256828662646328
0,0.0,72.0,2.0,111.46511627906976,0.0,-0.9914,0.087,0.784,0.129,0.0014435966178593523
0,0.0,163.0,5.0,128.69444444444446,0.0,0.9984,0.109,0.841,0.05,0.013899283652304074
0,0.0,76.0,1.0,159.36666666666667,0.0,-0.8984,0.091,0.806,0.102,0.007061266874350987
0,4.0,25.0,1.0,159.625,0.0,-0.9734,0.056,0.793,0.15,0.01320901320901321
0,2.0,125.0,8.0,117.0909090909091,0.0,0.9989,0.129,0.846,0.025,0.008909370199692781
0,3.0,144.0,3.0,149.84615384615384,0.0,0.9961,0.116,0.845,0.038,0.0054338597384955
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,67.0,0.0,198.9047619047619,0.0,-0.4936,0.087,0.818,0.094,0.0038086169959533444
0,0.0,46.0,0.0,125.94117647058823,0.0,-0.9605,0.089,0.792,0.118,0.01015228426395939
0,1.0,27.0,0.0,125.07692307692308,0.0,0.9879,0.142,0.827,0.031,0.006707317073170732
0,1.0,96.0,4.0,108.46666666666667,0.0,0.9987,0.151,0.812,0.037,0.0038539553752535496
0,0.0,48.0,0.0,56.088235294117645,0.0,0.9706,0.13,0.798,0.073,0.004629629629629629
0,4.0,192.0,0.0,109.3125,0.0,0.9977,0.11,0.831,0.059,0.007465218866644045
0,0.0,109.0,2.0,123.14814814814815,0.0,0.9531,0.089,0.84,0.072,0.0028320166939931435
0,6.0,131.0,2.0,95.88888888888889,0.0,-0.9947,0.111,0.745,0.144,0.0035573624698259435
0,1.0,82.0,3.0,139.9189189189189,0.0,0.9966,0.086,0.899,0.016,0.011106855610877058
0,0.0,67.0,1.0,150.29166666666666,0.0,0.4576,0.073,0.863,0.065,0.0013743815283122594
0,7.0,114.0,2.0,207.6551724137931,0.0,0.9952,0.12,0.816,0.064,0.005934718100890208
0,0.0,34.0,1.0,74.14285714285714,0.0,0.9948,0.19,0.803,0.007,0.008140262993112084
0,0.0,71.0,1.0,92.59615384615384,0.0,0.9716,0.107,0.807,0.086,0.0036976170912078883
0,1.0,55.0,3.0,165.42105263157896,0.0,0.9938,0.137,0.808,0.056,0.0056782334384858045
0,0.0,110.0,4.0,150.48837209302326,0.0,0.9993,0.162,0.818,0.02,0.005373042677310408
0,5.0,51.0,1.0,132.45454545454547,0.0,0.9839,0.085,0.899,0.016,0.005786249149081007
0,1.0,104.0,0.0,178.06060606060606,0.0,0.9819,0.088,0.858,0.054,0.014877430262045646
0,1.0,25.0,0.0,150.44444444444446,0.0,0.7495,0.078,0.883,0.039,0.005860805860805861
0,0.0,140.0,16.0,142.475,0.0,0.9941,0.138,0.769,0.093,0.010264439805149617
0,9.0,48.0,0.0,171.33333333333334,0.0,-0.8764,0.086,0.803,0.11,0.010806638363566191
0,0.0,87.0,4.0,183.7941176470588,0.0,0.9991,0.173,0.764,0.063,0.002703132453490221
0,0.0,96.0,3.0,129.17948717948718,0.0,-0.998,0.114,0.696,0.191,0.0029510131811922094
0,0.0,77.0,4.0,108.61904761904762,0.0,0.961,0.088,0.848,0.064,0.008665511265164644
0,2.0,50.0,3.0,144.625,0.0,-0.9937,0.033,0.821,0.146,0.004712939160239932
0,2.0,69.0,1.0,175.68965517241378,0.0,-0.998,0.044,0.818,0.138,0.0050623052959501555
0,8.0,33.0,0.0,143.44444444444446,0.0,0.8248,0.076,0.872,0.052,0.0069124423963133645
0,5.0,77.0,2.0,162.44,0.0,0.9918,0.126,0.803,0.07,0.00880410858400587
0,3.0,107.0,1.0,199.19230769230768,0.0,0.9884,0.101,0.849,0.05,0.004216982940387195
0,0.0,158.0,1.0,172.7391304347826,0.0,-0.9957,0.055,0.838,0.107,0.00374859427714607
0,0.0,155.0,9.0,128.01408450704224,0.0,0.9982,0.147,0.753,0.1,0.009058168722034268
0,1.0,137.0,3.0,115.06451612903226,0.0,0.7632,0.093,0.817,0.089,0.005690492713393476
0,0.0,84.0,0.0,107.60606060606061,0.0,0.9933,0.124,0.81,0.065,0.00641025641025641
0,2.0,130.0,5.0,177.575,0.0,0.9967,0.133,0.783,0.084,0.005179171332586786
0,0.0,12.0,0.0,136.71428571428572,0.0,-0.946,0.0,0.889,0.111,0.005170630816959669
0,0.0,59.0,2.0,149.72,0.0,0.9337,0.079,0.874,0.048,0.008229360233607645
0,0.0,67.0,2.0,154.93548387096774,0.0,-0.9789,0.061,0.85,0.089,0.0018598884066955983
0,0.0,150.0,8.0,201.16666666666666,0.0,0.9928,0.102,0.819,0.078,0.004475326816629373
0,0.0,67.0,0.0,190.68421052631578,0.0,0.9912,0.119,0.832,0.049,0.014258294488620784
0,2.0,93.0,1.0,145.25714285714287,0.0,0.9978,0.17,0.766,0.064,0.0035039906560249173
0,0.0,73.0,0.0,171.03846153846155,0.0,-0.9849,0.09,0.787,0.123,0.009166107757657053
0,0.0,53.0,1.0,104.2,0.0,0.9033,0.206,0.601,0.193,0.00541858574911948
0,5.0,106.0,3.0,143.6451612903226,0.0,0.9975,0.165,0.77,0.065,0.0017837235228539577
0,1.0,13.0,0.0,128.57142857142858,0.0,0.8704,0.096,0.892,0.012,0.0011013215859030838
0,1.0,105.0,0.0,179.51162790697674,0.0,-0.9991,0.071,0.777,0.153,0.00463678516228748
0,0.0,96.0,4.0,145.71875,0.0,0.9992,0.18,0.796,0.024,0.006584536958368734
0,0.0,103.0,0.0,145.9047619047619,0.0,0.9996,0.196,0.741,0.063,0.006155839948161348
0,0.0,116.0,1.0,164.63888888888889,0.0,0.9965,0.129,0.791,0.079,0.008380824673147838
0,5.0,98.0,0.0,107.30232558139535,0.0,0.9958,0.121,0.825,0.053,0.006221840806693842
0,1.0,136.0,3.0,121.86792452830188,0.0,0.9991,0.148,0.819,0.033,0.009358698987419454
0,0.0,95.0,4.0,120.45454545454545,0.0,0.9969,0.118,0.849,0.033,0.005416511019798282
0,7.0,95.0,1.0,103.18867924528301,0.0,0.8254,0.08,0.844,0.076,0.0057876650388858746
0,4.0,92.0,3.0,178.6551724137931,0.0,0.9884,0.096,0.849,0.055,0.0034542314335060447
0,5.0,270.0,7.0,136.83018867924528,0.0,-0.9866,0.088,0.812,0.1,0.006015037593984963
0,0.0,61.0,0.0,138.9,0.0,0.7639,0.134,0.754,0.112,0.0057000356252226575
0,1.0,265.0,13.0,168.63529411764705,0.0,0.9996,0.139,0.795,0.067,0.014491748717237555
0,1.0,34.0,1.0,176.77777777777777,0.0,0.9941,0.185,0.815,0.0,0.006875
0,3.0,35.0,1.0,174.63636363636363,0.0,-0.9354,0.057,0.843,0.1,0.017071908949818936
0,1.0,107.0,2.0,114.0,0.0,0.9992,0.169,0.783,0.048,0.003024003024003024
0,0.0,103.0,2.0,130.25,0.0,0.9929,0.115,0.82,0.065,0.004651162790697674
0,1.0,316.0,3.0,137.30172413793105,0.0,0.9999,0.206,0.738,0.056,0.004290511130456411
0,0.0,91.0,0.0,178.34375,0.0,-0.9996,0.06,0.714,0.226,0.005402579295921924
0,3.0,134.0,2.0,114.51785714285714,0.0,0.9965,0.11,0.84,0.05,0.009716224552745218
0,0.0,88.0,1.0,96.44,0.0,0.9463,0.089,0.837,0.074,0.005335522265544839
0,0.0,34.0,2.0,90.85,0.0,0.4371,0.167,0.681,0.152,0.0065323897659227
0,0.0,109.0,1.0,129.26,0.0,0.9347,0.109,0.793,0.098,0.003988341770210155
0,2.0,67.0,0.0,142.8148148148148,0.0,0.8475,0.095,0.817,0.089,0.005141388174807198
0,4.0,55.0,1.0,130.33333333333334,0.0,0.0342,0.051,0.904,0.045,0.009185936015204309
0,1.0,49.0,0.0,111.96,0.0,0.9949,0.152,0.803,0.045,0.005667729365922777
0,0.0,31.0,0.0,157.58333333333334,0.0,-0.8484,0.008,0.951,0.04,0.0026260504201680674
0,0.0,190.0,2.0,143.51724137931035,0.0,0.9991,0.167,0.755,0.078,0.0022608281770585435
0,0.0,36.0,0.0,98.34782608695652,0.0,0.9942,0.189,0.72,0.092,0.008741258741258742
0,0.0,115.0,5.0,138.0408163265306,0.0,0.9997,0.199,0.749,0.052,0.006011730205278593
0,3.0,36.0,0.0,101.8,0.0,0.9933,0.132,0.862,0.007,0.003877847794474067
0,0.0,112.0,1.0,114.27118644067797,0.0,-0.9981,0.086,0.767,0.147,0.00572603141976215
0,0.0,97.0,2.0,106.14634146341463,0.0,0.9749,0.12,0.784,0.096,0.008640291041382447
0,0.0,187.0,2.0,152.26785714285714,0.0,0.999,0.117,0.846,0.037,0.007444457368849599
0,2.0,136.0,1.0,137.42372881355934,0.0,0.9816,0.081,0.862,0.056,0.004763649688530597
0,3.0,76.0,1.0,178.42857142857142,0.0,-0.9987,0.055,0.741,0.204,0.002386634844868735
0,1.0,51.0,1.0,59.0,0.0,0.9534,0.077,0.878,0.045,0.008481110254433308
0,1.0,100.0,1.0,137.925,0.0,-0.9978,0.058,0.794,0.148,0.007370124033794715
0,0.0,164.0,2.0,136.71428571428572,0.0,-0.8387,0.083,0.834,0.084,0.0072447102115915365
0,4.0,120.0,0.0,134.8148148148148,0.0,-0.9537,0.093,0.803,0.104,0.004768392370572207
0,1.0,108.0,0.0,189.31428571428572,0.0,0.9976,0.115,0.835,0.05,0.010197960407918417
0,1.0,91.0,3.0,148.17241379310346,0.0,0.9984,0.16,0.802,0.038,0.010380622837370242
0,1.0,131.0,7.0,161.1860465116279,0.0,0.9992,0.147,0.84,0.013,0.0061631073527304
0,0.0,111.0,3.0,141.0,0.0,-0.9993,0.085,0.745,0.17,0.004850571115631357
0,0.0,39.0,2.0,99.11764705882354,0.0,0.8732,0.117,0.782,0.102,0.004112808460634548
0,0.0,82.0,1.0,129.06666666666666,0.0,0.9963,0.131,0.844,0.025,0.001534526854219949
0,1.0,29.0,0.0,111.0625,0.0,0.9169,0.063,0.909,0.028,0.0016741071428571428
0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,140.0,8.0,176.46808510638297,0.0,0.9995,0.153,0.811,0.036,0.0029965240321227376
0,0.0,35.0,0.0,194.72727272727272,0.0,0.9946,0.154,0.846,0.0,0.0060352831940575676
0,3.0,106.0,4.0,153.0,0.0,0.9965,0.136,0.823,0.041,0.006726977499420088
