class,allCaps,adjectives,superlatives,avgSentenceLen,neu,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
0,0.0,99.0,1.0,119.675,0.0,0.9629,0.073,0.884,0.043,0.0033126293995859213
0,0.0,86.0,3.0,104.67647058823529,0.0,0.9389,0.097,0.826,0.077,0.006944444444444444
0,0.0,95.0,1.0,173.07692307692307,0.0,0.9207,0.1,0.819,0.082,0.003532008830022075
0,3.0,125.0,6.0,122.36,0.0,0.9965,0.109,0.832,0.059,0.007780839682282379
0,2.0,233.0,5.0,111.0,0.0,0.9996,0.142,0.785,0.072,0.014064162992245706
0,6.0,103.0,7.0,167.66666666666666,0.0,-0.9788,0.05,0.865,0.084,0.0015775981068822718
0,0.0,23.0,1.0,119.1,0.0,-0.2023,0.03,0.93,0.04,0.009159034138218152
0,0.0,63.0,3.0,177.2173913043478,0.0,0.9589,0.075,0.877,0.048,0.003412137460394833
0,1.0,72.0,0.0,150.70833333333334,0.0,0.9497,0.093,0.846,0.061,0.009844134536505332
0,4.0,183.0,4.0,99.88118811881188,0.0,0.991,0.098,0.826,0.076,0.013139831339478329
0,0.0,46.0,0.0,181.47058823529412,0.0,-0.9866,0.085,0.78,0.135,0.008370895041854474
0,0.0,30.0,1.0,115.61111111111111,0.0,0.3313,0.052,0.884,0.064,0.0014278914802475012
0,4.0,112.0,8.0,170.06451612903226,0.0,-0.9897,0.082,0.793,0.125,0.003578828404595969
0,1.0,171.0,2.0,135.9047619047619,0.0,-0.9964,0.09,0.785,0.124,0.007189239332096475
0,0.0,99.0,2.0,165.83783783783784,0.0,0.6677,0.074,0.851,0.075,0.007605177993527508
0,2.0,91.0,2.0,120.85,0.0,0.988,0.128,0.787,0.085,0.006356366618823047
0,4.0,73.0,1.0,201.69565217391303,0.0,-0.9893,0.083,0.788,0.129,0.0077170418006430866
0,0.0,48.0,1.0,49.23255813953488,0.0,0.9408,0.139,0.758,0.102,0.006928406466512702
0,0.0,60.0,3.0,117.77777777777777,0.0,0.9938,0.148,0.775,0.077,0.0031162355874104083
0,1.0,94.0,3.0,109.35185185185185,0.0,0.9937,0.093,0.855,0.051,0.011077542799597181
0,1.0,97.0,1.0,172.93333333333334,0.0,0.9842,0.078,0.892,0.03,0.002681478643937943
0,1.0,45.0,2.0,117.0,0.0,0.988,0.1,0.9,0.0,0.01100762066045724
0,0.0,60.0,1.0,169.13333333333333,0.0,-0.8066,0.085,0.819,0.096,0.012152097216777734
0,2.0,136.0,3.0,179.1,0.0,0.9958,0.081,0.888,0.031,0.011789181692094313
0,1.0,128.0,0.0,121.96666666666667,0.0,0.994,0.092,0.861,0.047,0.004872766648619383
0,0.0,51.0,2.0,155.875,0.0,0.997,0.165,0.809,0.025,0.013136942675159236
0,1.0,127.0,3.0,205.09677419354838,0.0,-0.9783,0.058,0.855,0.088,0.0037564564094537487
0,1.0,98.0,11.0,160.12,0.0,0.9858,0.121,0.814,0.065,0.002225519287833828
0,2.0,23.0,1.0,122.8,0.0,0.9312,0.093,0.907,0.0,0.008064516129032258
0,0.0,233.0,6.0,173.71052631578948,0.0,0.9938,0.081,0.855,0.064,0.004136893569010906
0,0.0,14.0,0.0,144.5,0.0,0.4019,0.027,0.973,0.0,0.003424657534246575
0,1.0,36.0,1.0,119.4074074074074,0.0,-0.9752,0.056,0.847,0.097,0.004912496162112374
0,0.0,206.0,8.0,103.5576923076923,0.0,0.9995,0.145,0.789,0.066,0.004317471982362668
0,0.0,13.0,0.0,144.75,0.0,0.9477,0.09,0.91,0.0,0.0017094017094017094
0,0.0,37.0,0.0,148.1818181818182,0.0,0.9604,0.128,0.825,0.047,0.006695069993913573
0,1.0,71.0,2.0,122.62068965517241,0.0,0.9987,0.167,0.807,0.026,0.006390664073353709
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,145.0,1.0,144.28301886792454,0.0,0.9877,0.075,0.871,0.053,0.004405857198393158
0,0.0,141.0,3.0,207.9655172413793,0.0,0.9963,0.137,0.787,0.075,0.007248764415156508
0,2.0,93.0,1.0,180.0,0.0,0.9901,0.093,0.853,0.054,0.007892659826361484
0,0.0,82.0,9.0,129.73333333333332,0.0,-0.7003,0.089,0.819,0.092,0.0015282730514518594
0,0.0,118.0,3.0,100.625,0.0,0.9984,0.125,0.845,0.03,0.0045662100456621
0,0.0,37.0,4.0,167.72727272727272,0.0,0.5908,0.099,0.817,0.084,0.008606777837547068
0,0.0,13.0,0.0,87.54545454545455,0.0,-0.6868,0.079,0.812,0.109,0.0040941658137154556
0,0.0,87.0,2.0,155.05555555555554,0.0,0.999,0.152,0.807,0.041,0.006210078069552875
0,5.0,390.0,8.0,107.50943396226415,0.0,0.9998,0.123,0.824,0.052,0.014525763891873308
0,0.0,103.0,1.0,205.6153846153846,0.0,0.9973,0.148,0.796,0.056,0.004094546808114647
0,0.0,63.0,1.0,152.68421052631578,0.0,0.9711,0.124,0.794,0.081,0.013351591920575145
0,2.0,197.0,2.0,169.0983606557377,0.0,0.9978,0.093,0.858,0.048,0.006259027443428021
0,1.0,83.0,1.0,95.95652173913044,0.0,0.995,0.118,0.826,0.055,0.003133393017009848
0,0.0,50.0,2.0,131.66666666666666,0.0,-0.4634,0.042,0.913,0.045,0.005642633228840125
0,1.0,127.0,6.0,150.45945945945945,0.0,0.9987,0.183,0.741,0.075,0.004988419739889542
0,0.0,59.0,2.0,103.45945945945945,0.0,-0.979,0.066,0.829,0.105,0.004903225806451613
0,1.0,55.0,1.0,347.875,0.0,0.9933,0.146,0.815,0.038,0.01863799283154122
0,0.0,139.0,2.0,179.0625,0.0,-0.9988,0.083,0.743,0.174,0.004335761359694762
0,2.0,148.0,2.0,188.75555555555556,0.0,0.2785,0.103,0.791,0.106,0.00468000468000468
0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,142.0,2.0,202.39473684210526,0.0,-0.9919,0.067,0.838,0.095,0.002840909090909091
0,1.0,118.0,4.0,227.04166666666666,0.0,0.9978,0.134,0.829,0.037,0.002007665632414674
0,0.0,16.0,0.0,98.5,0.0,0.046,0.068,0.885,0.047,0.014925373134328358
0,1.0,200.0,4.0,129.6,0.0,-0.9992,0.099,0.742,0.158,0.004893964110929853
0,0.0,72.0,0.0,117.84375,0.0,-0.8321,0.08,0.824,0.095,0.0036784025223331584
0,0.0,15.0,0.0,94.125,0.0,-0.9843,0.058,0.682,0.26,0.0026246719160104987
0,0.0,30.0,0.0,128.66666666666666,0.0,0.973,0.113,0.84,0.047,0.002572347266881029
0,0.0,116.0,2.0,158.38709677419354,0.0,0.9978,0.138,0.826,0.035,0.009696969696969697
0,9.0,372.0,2.0,118.66666666666667,0.0,-0.9999,0.072,0.747,0.181,0.0045566390230565934
0,0.0,52.0,3.0,96.86363636363636,0.0,0.9971,0.2,0.751,0.049,0.010628465804066543
0,0.0,19.0,1.0,144.25,0.0,-0.5719,0.052,0.864,0.084,0.0034334763948497852
0,0.0,24.0,1.0,125.54545454545455,0.0,0.9941,0.196,0.804,0.0,0.0035790980672870437
0,0.0,30.0,0.0,185.25,0.0,0.2732,0.119,0.763,0.118,0.014084507042253521
0,0.0,65.0,2.0,66.3076923076923,0.0,-0.9769,0.079,0.803,0.119,0.008791832104367556
0,0.0,51.0,2.0,95.0,0.0,-0.769,0.068,0.869,0.063,0.0047011417058428475
0,0.0,66.0,0.0,192.3125,0.0,-0.8302,0.055,0.875,0.071,0.006144890038809832
0,0.0,51.0,0.0,107.57142857142857,0.0,0.9974,0.175,0.784,0.04,0.006896551724137931
0,0.0,138.0,1.0,123.83050847457628,0.0,0.9827,0.087,0.85,0.063,0.005008121277747699
0,0.0,119.0,1.0,199.67741935483872,0.0,-0.9973,0.089,0.765,0.146,0.010738900464818079
0,0.0,48.0,0.0,158.5,0.0,0.9959,0.162,0.805,0.033,0.0035266457680250786
0,0.0,101.0,2.0,111.3265306122449,0.0,0.9928,0.133,0.778,0.089,0.003992740471869328
0,0.0,53.0,1.0,190.6153846153846,0.0,0.9971,0.171,0.829,0.0,0.004006410256410256
0,0.0,85.0,0.0,199.85714285714286,0.0,-0.9689,0.046,0.893,0.061,0.004088162104514753
0,0.0,184.0,7.0,119.183908045977,0.0,0.9998,0.159,0.806,0.035,0.007356453616126875
0,4.0,49.0,1.0,157.88235294117646,0.0,0.99,0.112,0.865,0.023,0.0073937153419593345
0,0.0,155.0,3.0,129.12962962962962,0.0,0.994,0.096,0.845,0.059,0.005390070921985815
0,5.0,166.0,13.0,179.27272727272728,0.0,-0.992,0.044,0.886,0.07,0.0015092441202364483
0,0.0,90.0,2.0,160.79310344827587,0.0,-0.9627,0.127,0.732,0.142,0.004900916258256978
0,6.0,78.0,1.0,136.5121951219512,0.0,0.9029,0.108,0.793,0.099,0.004609929078014184
0,1.0,37.0,0.0,115.57894736842105,0.0,-0.9893,0.015,0.843,0.143,0.006314839873703203
0,0.0,43.0,2.0,155.05882352941177,0.0,0.9516,0.062,0.926,0.011,0.010550113036925395
0,0.0,53.0,0.0,208.05882352941177,0.0,-0.8303,0.047,0.899,0.054,0.008715209446162496
0,2.0,30.0,2.0,67.45,0.0,-0.975,0.041,0.841,0.118,0.0036469730123997084
0,0.0,81.0,1.0,79.0,0.0,0.9997,0.297,0.696,0.006,0.005453129057387691
0,0.0,73.0,0.0,157.0,0.0,0.9744,0.088,0.891,0.021,0.011511325659116228
0,0.0,21.0,0.0,124.45454545454545,0.0,-0.2501,0.115,0.758,0.126,0.004338394793926247
0,0.0,57.0,0.0,165.42857142857142,0.0,-0.8677,0.055,0.869,0.076,0.00856898029134533
0,2.0,281.0,9.0,131.2844827586207,0.0,-0.9997,0.072,0.787,0.141,0.005006501950585176
0,3.0,89.0,0.0,223.54545454545453,0.0,0.9625,0.068,0.894,0.038,0.004650222401940962
0,1.0,71.0,1.0,149.14814814814815,0.0,0.9582,0.073,0.883,0.044,0.007156959526159921
0,0.0,21.0,2.0,446.0,0.0,0.5667,0.124,0.756,0.12,0.012276785714285714
0,0.0,56.0,0.0,112.29629629629629,0.0,0.9879,0.113,0.843,0.044,0.011760862463247305
0,0.0,73.0,0.0,123.54545454545455,0.0,0.9353,0.07,0.879,0.051,0.005097087378640777
0,6.0,62.0,4.0,119.80555555555556,0.0,-0.9693,0.085,0.804,0.111,0.0078125
0,2.0,63.0,2.0,108.51612903225806,0.0,0.9925,0.149,0.781,0.07,0.006762716847985887
0,0.0,77.0,0.0,127.0625,0.0,0.7685,0.054,0.901,0.045,0.005363237445148708
0,3.0,332.0,5.0,160.64285714285714,0.0,-0.9939,0.118,0.755,0.127,0.006425663412959239
0,2.0,116.0,2.0,156.3939393939394,0.0,0.9772,0.122,0.786,0.092,0.006540977298961139
0,1.0,24.0,0.0,126.2,0.0,0.9928,0.192,0.788,0.02,0.007867820613690008
0,1.0,35.0,0.0,210.625,0.0,-0.2047,0.093,0.809,0.098,0.010011778563015312
0,0.0,27.0,0.0,94.4,0.0,-0.6486,0.028,0.931,0.042,0.00975609756097561
0,0.0,44.0,0.0,188.58333333333334,0.0,-0.8898,0.049,0.868,0.084,0.012752858399296393
0,2.0,93.0,0.0,176.96428571428572,0.0,0.7746,0.09,0.838,0.072,0.009028892455858748
0,0.0,41.0,2.0,196.7,0.0,0.9248,0.139,0.763,0.097,0.00455005055611729
0,5.0,125.0,1.0,149.2325581395349,0.0,0.9979,0.14,0.792,0.068,0.002163498686447226
0,12.0,793.0,7.0,113.37772925764192,0.0,0.9999,0.1,0.835,0.065,0.009333560981162142
0,5.0,504.0,3.0,165.81420765027323,0.0,-0.9976,0.063,0.86,0.077,0.00559134159500376
0,3.0,122.0,6.0,161.67567567567568,0.0,0.9941,0.101,0.837,0.062,0.0033222591362126247
0,2.0,234.0,3.0,126.58823529411765,0.0,0.9929,0.118,0.784,0.098,0.005430780559646539
0,0.0,61.0,1.0,186.94117647058823,0.0,0.7311,0.06,0.902,0.037,0.005632040050062578
0,0.0,172.0,3.0,90.59740259740259,0.0,0.9694,0.103,0.806,0.091,0.007367526211391329
0,0.0,49.0,1.0,93.20930232558139,0.0,-0.8227,0.041,0.905,0.055,0.008376447400837645
0,0.0,40.0,0.0,117.11111111111111,0.0,0.9725,0.12,0.819,0.06,0.007058823529411765
0,2.0,144.0,3.0,145.8,0.0,0.9983,0.103,0.876,0.021,0.004842615012106538
0,5.0,134.0,3.0,164.77272727272728,0.0,0.9996,0.162,0.824,0.014,0.00822143052891203
0,6.0,115.0,1.0,131.7173913043478,0.0,0.9993,0.152,0.825,0.023,0.005563737522500409
0,0.0,122.0,2.0,154.50943396226415,0.0,0.999,0.112,0.857,0.031,0.005940113953206449
0,0.0,40.0,0.0,106.0,0.0,0.9819,0.108,0.874,0.018,0.0032454361054766734
0,2.0,231.0,4.0,122.39252336448598,0.0,-0.9996,0.07,0.79,0.14,0.008387486776484812
0,0.0,118.0,2.0,160.325,0.0,0.9957,0.098,0.86,0.042,0.004795050270688322
0,0.0,79.0,0.0,147.68,0.0,0.9101,0.078,0.868,0.054,0.0013437248051599033
0,0.0,85.0,3.0,177.39285714285714,0.0,-0.9873,0.038,0.868,0.094,0.005995203836930456
0,1.0,229.0,3.0,166.64788732394365,0.0,0.9936,0.097,0.828,0.074,0.005527638190954774
0,2.0,122.0,2.0,123.96428571428571,0.0,0.7179,0.104,0.796,0.1,0.004000571510215745
0,1.0,29.0,0.0,98.0,0.0,-0.9579,0.068,0.819,0.113,0.00878348704435661
0,6.0,59.0,3.0,211.47058823529412,0.0,-0.9748,0.062,0.842,0.096,0.008278145695364239
0,0.0,91.0,1.0,128.05128205128204,0.0,-0.7068,0.083,0.824,0.093,0.0027794322017073653
0,0.0,51.0,0.0,105.9375,0.0,0.9967,0.136,0.825,0.039,0.006703584960652871
0,0.0,81.0,1.0,166.73076923076923,0.0,0.9953,0.122,0.834,0.045,0.006422018348623854
0,2.0,68.0,0.0,222.7058823529412,0.0,0.9748,0.077,0.901,0.022,0.003414762280010507
0,0.0,137.0,2.0,162.27906976744185,0.0,-0.9938,0.046,0.867,0.087,0.009802528768290951
0,2.0,88.0,3.0,123.67567567567568,0.0,-0.9979,0.053,0.794,0.152,0.004551365409622887
0,0.0,132.0,3.0,96.45333333333333,0.0,0.3969,0.1,0.798,0.102,0.002732987154960372
0,0.0,99.0,3.0,146.0,0.0,0.9768,0.104,0.833,0.064,0.004939287919324964
0,1.0,106.0,1.0,154.4390243902439,0.0,0.9723,0.061,0.897,0.042,0.005801191596111634
0,0.0,76.0,1.0,173.20833333333334,0.0,0.99,0.077,0.901,0.023,0.0071616137502984005
0,5.0,73.0,0.0,172.59259259259258,0.0,0.854,0.073,0.874,0.052,0.01853035143769968
0,1.0,89.0,4.0,121.88095238095238,0.0,0.9964,0.127,0.824,0.05,0.003281853281853282
0,3.0,85.0,3.0,152.875,0.0,0.9924,0.127,0.797,0.076,0.01157830591102986
0,1.0,23.0,0.0,114.25,0.0,0.9629,0.088,0.912,0.0,0.018050541516245487
0,4.0,111.0,0.0,191.14285714285714,0.0,0.9981,0.139,0.835,0.026,0.0029706646862235424
0,3.0,115.0,4.0,127.22,0.0,-0.9905,0.037,0.883,0.08,0.00420954162768943
0,0.0,38.0,0.0,119.78947368421052,0.0,-0.9586,0.061,0.849,0.09,0.007400957771005659
0,0.0,38.0,0.0,124.125,0.0,0.0129,0.018,0.95,0.032,0.00399002493765586
0,0.0,50.0,1.0,178.26666666666668,0.0,0.9763,0.113,0.857,0.03,0.010401188707280832
0,0.0,126.0,5.0,144.825,0.0,0.9662,0.062,0.898,0.041,0.0075368276807125725
0,1.0,132.0,2.0,132.70212765957447,0.0,0.9899,0.121,0.822,0.058,0.0030173098300778148
0,2.0,86.0,0.0,173.25806451612902,0.0,0.9755,0.121,0.78,0.099,0.004806803475688667
0,2.0,27.0,2.0,123.0,0.0,-0.9921,0.028,0.805,0.167,0.008560727661851257
0,2.0,71.0,2.0,184.125,0.0,0.9854,0.071,0.912,0.017,0.008994827973915
0,0.0,45.0,0.0,157.27272727272728,0.0,0.226,0.098,0.808,0.094,0.00401491253226269
0,2.0,87.0,0.0,174.70833333333334,0.0,0.998,0.14,0.833,0.027,0.00711068973690448
0,31.0,848.0,15.0,193.14885496183206,0.0,-0.9972,0.08,0.834,0.086,0.009883321894303363
0,1.0,122.0,3.0,154.75675675675674,0.0,0.8193,0.075,0.846,0.079,0.0019017980636237897
0,0.0,82.0,0.0,171.66666666666666,0.0,0.8357,0.083,0.836,0.081,0.0021012081947119595
0,11.0,31.0,0.0,142.33333333333334,0.0,-0.6375,0.051,0.878,0.071,0.019925857275254866
0,0.0,60.0,0.0,176.05263157894737,0.0,0.9052,0.067,0.887,0.047,0.0014832393948383269
0,0.0,78.0,1.0,150.03333333333333,0.0,-0.7388,0.059,0.876,0.065,0.006600660066006601
0,1.0,51.0,2.0,141.47368421052633,0.0,-0.9987,0.019,0.765,0.217,0.008115086683880487
0,0.0,45.0,0.0,161.83333333333334,0.0,-0.9748,0.1,0.772,0.128,0.0044277929155313355
0,0.0,84.0,2.0,95.53846153846153,0.0,0.9963,0.097,0.885,0.018,0.012340764331210192
0,0.0,40.0,0.0,155.4,0.0,0.9836,0.151,0.78,0.068,0.006391137622496805
0,0.0,35.0,0.0,165.36363636363637,0.0,0.4019,0.105,0.801,0.094,0.003810560696788242
0,0.0,55.0,0.0,136.3913043478261,0.0,0.8364,0.089,0.847,0.064,0.004734848484848485
0,2.0,26.0,1.0,113.46153846153847,0.0,0.9805,0.157,0.787,0.056,0.00670690811535882
0,1.0,114.0,1.0,103.39622641509433,0.0,-0.9953,0.086,0.782,0.132,0.004316546762589928
0,0.0,39.0,0.0,155.2941176470588,0.0,-0.9325,0.045,0.865,0.089,0.008633633633633633
0,0.0,97.0,1.0,139.58823529411765,0.0,-0.777,0.078,0.84,0.083,0.0029227557411273487
0,1.0,41.0,1.0,128.57692307692307,0.0,-0.989,0.05,0.84,0.11,0.00771055753262159
0,1.0,78.0,1.0,167.30769230769232,0.0,0.9813,0.096,0.837,0.067,0.0036529680365296802
0,0.0,87.0,1.0,185.1851851851852,0.0,0.984,0.113,0.801,0.086,0.003778838504375497
0,4.0,110.0,2.0,187.88888888888889,0.0,0.9937,0.136,0.794,0.07,0.004698512137823023
0,0.0,99.0,2.0,185.8181818181818,0.0,-0.9989,0.062,0.78,0.158,0.0022686760654675093
0,0.0,84.0,11.0,174.8125,0.0,0.9982,0.131,0.837,0.032,0.0031965903036760787
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,111.0,5.0,152.67567567567568,0.0,0.997,0.14,0.785,0.076,0.008961518186610437
0,1.0,135.0,4.0,163.42857142857142,0.0,0.9969,0.119,0.832,0.049,0.005731156651615144
0,1.0,62.0,0.0,179.21052631578948,0.0,-0.9842,0.044,0.866,0.09,0.005252407353370295
0,0.0,135.0,3.0,128.54166666666666,0.0,0.9891,0.089,0.845,0.066,0.0033729521362030196
0,0.0,57.0,1.0,162.35,0.0,-0.9911,0.062,0.806,0.132,0.0012228676245796392
0,0.0,126.0,3.0,207.10344827586206,0.0,-0.9331,0.055,0.868,0.077,0.002972749793559042
0,0.0,28.0,0.0,128.35294117647058,0.0,-0.9062,0.078,0.815,0.108,0.00862851952770209
0,3.0,91.0,3.0,139.10256410256412,0.0,-0.9947,0.082,0.787,0.131,0.0018291567587342234
0,6.0,93.0,1.0,210.66666666666666,0.0,-0.5104,0.093,0.801,0.106,0.004937163375224416
0,6.0,146.0,3.0,147.51020408163265,0.0,0.9955,0.096,0.884,0.02,0.005618747430450871
0,6.0,132.0,1.0,239.1578947368421,0.0,0.9941,0.108,0.857,0.034,0.0052413190652981
0,2.0,62.0,1.0,134.07692307692307,0.0,0.9615,0.086,0.854,0.06,0.015056818181818182
0,1.0,43.0,0.0,123.03571428571429,0.0,0.7906,0.086,0.852,0.062,0.004306632213608958
0,0.0,52.0,1.0,110.25,0.0,0.9558,0.114,0.798,0.088,0.007675087943716022
0,0.0,75.0,1.0,161.85185185185185,0.0,0.9987,0.17,0.785,0.045,0.0059050647285941405
0,2.0,46.0,1.0,137.2941176470588,0.0,-0.953,0.098,0.758,0.144,0.01020408163265306
0,0.0,69.0,1.0,184.33333333333334,0.0,0.9893,0.125,0.811,0.064,0.011390887290167866
0,0.0,114.0,0.0,189.22222222222223,0.0,-0.9574,0.088,0.802,0.11,0.005834305717619603
0,0.0,65.0,1.0,201.27777777777777,0.0,0.9915,0.109,0.851,0.04,0.004667764964305327
0,0.0,103.0,3.0,125.325,0.0,0.9977,0.144,0.797,0.059,0.006727344677483181
0,1.0,69.0,0.0,192.42857142857142,0.0,-0.9584,0.061,0.835,0.104,0.0017211703958691911
0,0.0,84.0,1.0,170.0909090909091,0.0,0.9987,0.196,0.757,0.047,0.006108897742363878
0,4.0,76.0,3.0,145.7037037037037,0.0,0.8706,0.092,0.824,0.084,0.0020135917442738486
0,0.0,28.0,1.0,130.25,0.0,0.9239,0.094,0.852,0.054,0.00697084917617237
0,0.0,33.0,1.0,158.45454545454547,0.0,0.8237,0.059,0.915,0.026,0.0028457598178713715
0,4.0,55.0,1.0,137.63636363636363,0.0,-0.9914,0.09,0.761,0.15,0.010794896957801767
0,0.0,41.0,0.0,141.9,0.0,0.9121,0.048,0.931,0.02,0.0056002800140007
0,0.0,42.0,3.0,137.30769230769232,0.0,0.4399,0.079,0.856,0.065,0.006114508060033352
0,46.0,295.0,2.0,56.91814946619217,0.0,0.9996,0.152,0.757,0.091,0.014853278589542326
0,0.0,7.0,0.0,232.66666666666666,0.0,-0.9538,0.0,0.852,0.148,0.008571428571428572
0,0.0,82.0,1.0,127.83783783783784,0.0,-0.9654,0.081,0.811,0.108,0.006063140288521849
0,3.0,139.0,3.0,167.5121951219512,0.0,0.9972,0.123,0.808,0.07,0.0039017341040462426
0,0.0,108.0,3.0,202.25,0.0,-0.9865,0.072,0.832,0.096,0.003991403131716303
0,0.0,63.0,1.0,172.47058823529412,0.0,-0.9432,0.068,0.835,0.098,0.002033898305084746
0,0.0,53.0,0.0,143.05263157894737,0.0,-0.6002,0.05,0.894,0.056,0.0040116703136396795
0,1.0,68.0,1.0,145.80769230769232,0.0,-0.9478,0.083,0.816,0.1,0.004186289900575615
0,26.0,896.0,18.0,162.21311475409837,0.0,-0.9935,0.078,0.839,0.083,0.008947336816189276
0,2.0,91.0,2.0,143.125,0.0,0.9935,0.09,0.88,0.03,0.0027739251040221915
0,0.0,82.0,0.0,198.83333333333334,0.0,0.999,0.172,0.82,0.009,0.006952169076751946
0,14.0,973.0,20.0,110.24754098360656,0.0,0.9999,0.092,0.845,0.063,0.008681267201499093
0,0.0,94.0,0.0,172.85714285714286,0.0,-0.9951,0.073,0.796,0.131,0.00656141070330121
0,0.0,72.0,1.0,158.57692307692307,0.0,0.1135,0.063,0.865,0.072,0.010845986984815618
0,0.0,59.0,4.0,146.96428571428572,0.0,0.9334,0.107,0.814,0.08,0.0004828585224529213
0,2.0,57.0,0.0,92.26923076923077,0.0,0.9991,0.249,0.744,0.007,0.004122011541632316
0,0.0,41.0,0.0,183.46153846153845,0.0,0.9942,0.181,0.791,0.028,0.004164931278633903
0,0.0,24.0,1.0,149.22222222222223,0.0,-0.8225,0.055,0.851,0.094,0.005904059040590406
0,0.0,112.0,4.0,101.79166666666667,0.0,-0.9927,0.057,0.819,0.124,0.006481669029775167
0,0.0,104.0,3.0,114.58,0.0,-0.8527,0.084,0.83,0.086,0.003111495246326707
0,0.0,87.0,2.0,140.5,0.0,0.9946,0.121,0.824,0.055,0.004365904365904366
0,0.0,101.0,1.0,185.16666666666666,0.0,0.708,0.058,0.886,0.056,0.004656160458452722
0,0.0,100.0,3.0,115.6046511627907,0.0,0.9939,0.124,0.817,0.059,0.005984440454817474
0,0.0,34.0,2.0,120.93333333333334,0.0,0.9594,0.156,0.742,0.101,0.011487964989059081
0,0.0,64.0,1.0,145.91666666666666,0.0,-0.4759,0.069,0.858,0.074,0.005106382978723404
0,3.0,93.0,3.0,190.56521739130434,0.0,0.9958,0.13,0.811,0.059,0.004767309875141884
0,0.0,15.0,1.0,125.66666666666667,0.0,-0.6555,0.094,0.789,0.117,0.011857707509881422
0,0.0,60.0,1.0,197.61111111111111,0.0,-0.8779,0.053,0.879,0.068,0.002515371716042482
0,0.0,38.0,1.0,256.0,0.0,0.9664,0.115,0.839,0.047,0.01167964404894327
0,0.0,168.0,5.0,179.93478260869566,0.0,-0.711,0.069,0.866,0.065,0.0009608455440787893
0,1.0,86.0,1.0,180.05,0.0,0.2919,0.062,0.886,0.052,0.005514199062586159
0,0.0,53.0,1.0,220.91666666666666,0.0,-0.7391,0.03,0.929,0.041,0.0018768768768768769
0,3.0,85.0,3.0,136.74074074074073,0.0,0.8894,0.1,0.808,0.092,0.007261968800430339
0,0.0,30.0,1.0,135.4,0.0,0.2831,0.112,0.79,0.098,0.0022010271460014674
0,0.0,44.0,0.0,254.3846153846154,0.0,-0.9634,0.049,0.863,0.088,0.0018077734257306419
0,6.0,70.0,2.0,147.12,0.0,0.9926,0.098,0.867,0.035,0.006481231433972455
0,1.0,54.0,1.0,156.55555555555554,0.0,-0.9869,0.087,0.766,0.147,0.004931313842902431
0,0.0,51.0,3.0,76.42372881355932,0.0,-0.9288,0.054,0.862,0.084,0.007660319544758153
0,0.0,49.0,1.0,148.71428571428572,0.0,0.9033,0.073,0.904,0.023,0.005233111322549952
0,1.0,75.0,2.0,203.52380952380952,0.0,-0.9983,0.067,0.761,0.171,0.0037174721189591076
0,0.0,39.0,2.0,109.81818181818181,0.0,-0.9937,0.091,0.724,0.186,0.004513746409519901
0,7.0,127.0,2.0,155.1590909090909,0.0,0.9233,0.058,0.899,0.043,0.011330621731551424
0,0.0,69.0,2.0,143.23076923076923,0.0,-0.9228,0.108,0.766,0.126,0.00559254327563249
0,0.0,46.0,2.0,184.25,0.0,-0.9655,0.06,0.845,0.096,0.0018878101402373248
0,0.0,100.0,4.0,121.64102564102564,0.0,0.976,0.044,0.942,0.014,0.00794646591384358
0,0.0,61.0,1.0,170.72,0.0,0.9011,0.075,0.858,0.066,0.006054960409874243
0,31.0,1280.0,15.0,112.99803149606299,0.0,1.0,0.105,0.847,0.048,0.015385934819897085
0,0.0,114.0,0.0,74.69565217391305,0.0,-0.9981,0.078,0.764,0.157,0.0021064726158559937
0,0.0,82.0,1.0,168.96153846153845,0.0,0.998,0.137,0.838,0.025,0.004751131221719457
0,2.0,65.0,2.0,253.66666666666666,0.0,-0.0258,0.075,0.855,0.07,0.003924133420536298
0,0.0,94.0,1.0,148.52631578947367,0.0,0.994,0.111,0.832,0.057,0.01108179419525066
0,2.0,51.0,2.0,186.68421052631578,0.0,0.8178,0.072,0.864,0.063,0.0025210084033613447
0,1.0,83.0,3.0,167.8148148148148,0.0,0.9714,0.061,0.91,0.029,0.003728887914016232
0,0.0,90.0,3.0,173.42307692307693,0.0,0.9841,0.05,0.946,0.004,0.006819181698196217
0,0.0,19.0,0.0,130.9,0.0,-0.8135,0.108,0.76,0.132,0.003785011355034065
0,0.0,14.0,0.0,148.66666666666666,0.0,-0.9493,0.0,0.865,0.135,0.008908685968819599
0,0.0,25.0,0.0,150.5,0.0,-0.8611,0.025,0.916,0.059,0.0039603960396039604
0,0.0,12.0,1.0,571.0,0.0,0.2263,0.072,0.875,0.053,0.03327495621716287
0,1.0,70.0,0.0,200.8,0.0,0.997,0.14,0.826,0.034,0.008172362555720654
0,0.0,254.0,3.0,111.75652173913043,0.0,-0.9996,0.022,0.862,0.116,0.005082005082005082
