,Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,class,allCaps,adjectives,superlatives,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
6171,6841,4.811869609706184,260,2,0,41.0,694.0,9.0,164.5860655737705,0.9998,0.103,0.833,0.065,0.005371287128712871
6172,1360,4.108823529411763,14,0,0,1.0,121.0,4.0,151.3913043478261,0.996,0.094,0.862,0.043,0.005992295619917249
6173,1252,4.865814696485623,12,0,0,3.0,151.0,3.0,286.2307692307692,0.906,0.099,0.81,0.09,0.0016070711128967456
6174,1583,4.495893872394189,48,1,0,3.0,148.0,3.0,175.92,0.9993,0.134,0.811,0.055,0.005652911249293386
6175,1765,4.185835694050992,52,0,0,3.0,158.0,4.0,166.6727272727273,-0.9995,0.095,0.724,0.181,0.008133608068539204
6176,1116,5.045698924731184,33,0,0,1.0,120.0,4.0,523.6923076923077,-0.9969,0.075,0.788,0.138,0.0036656891495601175
6177,958,4.482254697286011,28,0,0,2.0,94.0,2.0,132.125,-0.9112,0.077,0.833,0.09,0.0031930879038317055
6178,237,4.945147679324895,0,0,0,2.0,25.0,1.0,238.5,0.9384,0.132,0.808,0.06,0.0006963788300835655
6179,767,4.688396349413297,206,0,0,13.0,85.0,4.0,161.32142857142858,0.9632,0.09,0.855,0.055,0.004181338028169014
6180,225,4.528888888888889,20,1,0,0.0,28.0,1.0,418.6666666666667,0.9665,0.12,0.858,0.021,0.009538950715421303
6181,984,4.5650406504065035,52,0,0,13.0,101.0,1.0,181.83870967741936,0.2023,0.048,0.906,0.045,0.010065336394137384
6182,679,5.164948453608249,63,0,0,1.0,109.0,1.0,283.1333333333333,0.9714,0.094,0.857,0.05,0.0016428068528514432
6183,1361,4.95738427626745,86,0,0,1.0,139.0,1.0,256.25,-0.9909,0.067,0.833,0.1,0.0027943141781071558
6184,518,4.528957528957529,12,0,0,1.0,51.0,0.0,287.9,0.9927,0.124,0.856,0.02,0.004155124653739612
6185,780,4.8025641025641015,34,0,0,0.0,65.0,0.0,305.8666666666667,-0.998,0.061,0.782,0.157,0.003476749239461104
6186,1198,4.985809682804675,36,0,0,1.0,158.0,2.0,300.5416666666667,0.9575,0.11,0.792,0.098,0.001658374792703151
6187,693,4.753246753246753,4,0,0,1.0,62.0,1.0,401.1,-0.9792,0.045,0.872,0.082,0.002238805970149254
6188,1441,4.437196391394865,6,2,0,9.0,149.0,0.0,115.88235294117646,0.992,0.112,0.806,0.081,0.0033979360684621195
6189,1843,4.897992403689637,57,0,0,1.0,187.0,4.0,267.5853658536585,-0.7427,0.044,0.913,0.043,0.004722979109900091
6190,830,4.683132530120481,13,0,0,2.0,93.0,3.0,170.57142857142858,0.9985,0.186,0.73,0.085,0.0008328128253175099
6191,66,5.378787878787879,10,0,0,0.0,11.0,0.0,216.0,0.0,0.0,1.0,0.0,0.011547344110854504
6192,1241,4.7614826752618855,18,0,0,2.0,143.0,2.0,257.0,-0.9851,0.077,0.815,0.108,0.0038765056070884673
6193,947,4.659978880675818,14,1,0,1.0,104.0,1.0,141.92105263157896,0.9471,0.09,0.835,0.075,0.0016574585635359116
6194,1589,4.44115796098175,55,0,0,2.0,145.0,3.0,217.0,0.9902,0.056,0.92,0.024,0.0022941041523285156
6195,257,5.688715953307392,4,0,0,0.0,42.0,0.0,249.42857142857142,0.7469,0.037,0.963,0.0,0.005136986301369863
6196,4283,4.740835862713052,176,0,0,3.0,451.0,21.0,238.40384615384616,0.9991,0.094,0.842,0.064,0.001446073508736694
6197,421,4.8574821852731604,14,0,0,5.0,49.0,0.0,155.25,0.915,0.124,0.785,0.091,0.0012004801920768306
6198,411,4.975669099756692,0,0,0,0.0,53.0,0.0,225.0,-0.9404,0.136,0.692,0.172,0.0016096579476861167
6199,1284,4.595015576323989,40,0,0,1.0,146.0,2.0,258.0,-0.9514,0.075,0.849,0.076,0.008412632740311681
6200,741,4.485829959514169,16,0,0,1.0,68.0,0.0,207.2,0.7574,0.076,0.86,0.064,0.0033629594042757626
6201,826,4.893462469733656,35,0,0,0.0,95.0,5.0,259.1578947368421,0.9293,0.055,0.913,0.032,0.0028328611898017
6202,715,4.763636363636363,18,0,0,1.0,81.0,1.0,232.88888888888889,0.9893,0.058,0.942,0.0,0.007365169874079354
6203,1350,4.75037037037037,12,1,0,6.0,138.0,3.0,300.88461538461536,0.9457,0.098,0.821,0.081,0.002166156982670744
6204,1132,4.767667844522968,22,0,0,2.0,112.0,1.0,366.27777777777777,0.9869,0.102,0.824,0.074,0.004236006051437216
6205,1065,4.744600938967137,93,3,0,8.0,117.0,3.0,270.7391304347826,-0.9544,0.081,0.824,0.095,0.004161331626120359
6206,371,5.013477088948787,19,0,0,0.0,54.0,0.0,173.30769230769232,0.9875,0.172,0.746,0.082,0.003973509933774834
6207,448,5.073660714285714,71,0,0,5.0,50.0,1.0,199.35714285714286,-0.3182,0.059,0.882,0.059,0.00891583452211127
6208,1061,4.49670122525919,14,1,0,1.0,165.0,17.0,170.5,0.753,0.019,0.969,0.012,0.11337907375643225
6209,106,4.632075471698113,0,4,0,0.0,11.0,0.0,85.57142857142857,0.6209,0.108,0.831,0.06,0.006611570247933884
6210,5,3.8,0,0,0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0
6211,237,4.3502109704641345,2,0,0,0.0,33.0,0.0,107.41666666666667,0.8855,0.085,0.875,0.04,0.0038461538461538464
6212,1016,4.6702755905511815,63,0,0,1.0,114.0,6.0,173.3235294117647,-0.8692,0.077,0.828,0.094,0.0030379746835443038
6213,817,4.724602203182375,101,0,0,17.0,100.0,3.0,319.4,0.9756,0.08,0.877,0.043,0.006864988558352402
6214,693,4.240981240981242,84,0,0,2.0,55.0,1.0,203.83333333333334,0.9921,0.105,0.859,0.036,0.00352685838307108
6215,391,4.8312020460358065,28,0,0,0.0,41.0,0.0,326.85714285714283,0.9612,0.099,0.858,0.043,0.002179598953792502
6216,1101,5.060853769300636,63,0,0,2.0,111.0,5.0,422.4375,0.9873,0.09,0.852,0.058,0.00118098612341305
6217,454,4.808370044052863,4,0,0,1.0,60.0,1.0,295.55555555555554,-0.9984,0.044,0.729,0.226,0.004497751124437781
6218,3492,4.778636884306987,90,0,0,0.0,375.0,5.0,167.44628099173553,0.9996,0.132,0.786,0.082,0.003434908484223956
6219,892,4.636771300448429,79,0,0,1.0,110.0,2.0,188.11111111111111,0.9939,0.075,0.906,0.018,0.00274294670846395
6220,672,4.622023809523808,33,0,0,0.0,61.0,0.0,238.625,-0.9975,0.036,0.818,0.146,0.0033915992695016956
6221,902,4.7317073170731705,4,0,0,1.0,77.0,1.0,246.57142857142858,0.9945,0.13,0.794,0.076,0.0030781069642170067
6222,408,4.948529411764706,13,0,0,0.0,50.0,0.0,163.86666666666667,0.1779,0.031,0.946,0.024,0.0040453074433656954
6223,707,4.681753889674681,12,0,0,1.0,68.0,0.0,268.2,0.8654,0.084,0.851,0.065,0.0019816695566014365
6224,79,4.620253164556962,0,0,0,1.0,8.0,0.0,448.0,0.8402,0.144,0.795,0.061,0.002232142857142857
6225,703,4.9758179231863435,18,1,0,1.0,80.0,3.0,325.53846153846155,0.9519,0.089,0.844,0.067,0.002120640904806786
6226,887,4.410372040586246,30,0,0,0.0,65.0,0.0,171.67857142857142,-0.9955,0.073,0.797,0.13,0.005378568473314025
6227,1366,4.737188872620791,20,0,0,1.0,143.0,0.0,239.6060606060606,0.9923,0.082,0.877,0.041,0.0027711298652223202
6228,258,5.422480620155039,80,0,0,7.0,26.0,0.0,338.6,-0.6124,0.048,0.882,0.07,0.0076605774896876845
6229,1267,4.916337805840569,19,0,0,15.0,126.0,4.0,181.35714285714286,-0.9828,0.084,0.807,0.108,0.003003395142334813
6230,1106,4.841772151898733,35,0,0,1.0,134.0,5.0,310.2857142857143,0.9987,0.151,0.795,0.054,0.007037943696450428
6231,1313,4.914699162223915,30,0,0,2.0,144.0,4.0,261.93333333333334,-0.6211,0.096,0.799,0.104,0.000760841998478316
6232,380,4.786842105263158,0,0,0,0.0,36.0,1.0,275.25,0.631,0.073,0.849,0.078,0.0022634676324128564
6233,1180,5.0067796610169495,7,0,0,0.0,143.0,3.0,510.7142857142857,0.9942,0.106,0.836,0.058,0.000977244171436549
6234,1548,4.905684754521964,85,0,0,0.0,149.0,3.0,318.6896551724138,0.944,0.064,0.883,0.053,0.004746494066882417
6235,771,4.953307392996108,4,0,0,1.0,87.0,1.0,289.625,-0.9616,0.057,0.85,0.093,0.004732200473220047
6236,1339,4.958924570575057,63,0,0,3.0,188.0,1.0,202.0,0.9963,0.122,0.799,0.078,0.0007390072669047912
6237,308,4.6980519480519485,26,0,0,0.0,38.0,0.0,299.6666666666667,0.8555,0.095,0.828,0.078,0.011647254575707155
6238,1165,4.530472103004292,71,0,0,1.0,106.0,0.0,176.35135135135135,-0.9956,0.044,0.858,0.098,0.009144947416552356
6239,357,5.159663865546219,66,0,0,0.0,49.0,1.0,451.8,0.9062,0.058,0.934,0.007,0.0017675651789659744
6240,331,4.6102719033232615,0,0,0,0.0,30.0,0.0,171.36363636363637,0.8709,0.07,0.893,0.037,0.00474934036939314
6241,365,4.942465753424657,0,0,0,0.0,44.0,1.0,221.6,-0.0,0.051,0.902,0.048,0.004044943820224719
6242,380,4.336842105263158,56,0,0,0.0,40.0,4.0,344.6666666666667,0.988,0.126,0.822,0.052,0.0014478764478764478
6243,424,4.622641509433962,4,0,0,1.0,43.0,0.0,267.3333333333333,-0.3151,0.111,0.774,0.114,0.007870753935376968
6244,972,4.636831275720165,12,0,0,0.0,118.0,2.0,206.8148148148148,0.999,0.136,0.842,0.022,0.010520684736091298
6245,4356,4.250918273645547,167,4,0,4.0,373.0,6.0,178.9922480620155,-0.9997,0.08,0.793,0.127,0.0025411318804375916
6246,1355,4.927675276752766,42,0,0,7.0,159.0,0.0,280.86206896551727,0.9523,0.06,0.898,0.042,0.008075370121130552
6247,995,4.7778894472361815,20,3,0,3.0,108.0,1.0,207.28571428571428,-0.9943,0.072,0.807,0.121,0.003772937746527182
6248,1180,4.902542372881356,37,0,0,4.0,125.0,5.0,468.1333333333333,-0.9961,0.04,0.856,0.104,0.0027003979533826035
6249,795,4.685534591194967,32,0,0,2.0,90.0,1.0,253.83333333333334,0.9832,0.081,0.889,0.03,0.0028353326063249727
6250,922,4.852494577006508,20,0,0,1.0,110.0,1.0,605.1111111111111,-0.2738,0.076,0.853,0.072,0.0062339567290062336
6251,956,4.575313807531381,66,1,0,0.0,86.0,2.0,180.03333333333333,-0.9927,0.076,0.814,0.11,0.0007366482504604051
6252,389,5.084832904884318,15,0,0,2.0,52.0,2.0,217.1818181818182,-0.7906,0.066,0.85,0.084,0.005835764902042517
6253,77,4.571428571428571,3,0,0,0.0,9.0,0.0,87.4,0.5423,0.059,0.941,0.0,0.0045351473922902496
6254,798,4.7293233082706765,33,0,0,1.0,102.0,1.0,219.38095238095238,-0.9832,0.076,0.813,0.111,0.0038902096390749947
6255,920,4.608695652173913,66,0,0,0.0,95.0,5.0,248.8095238095238,0.9939,0.095,0.881,0.023,0.006101048617731172
6256,1496,4.919117647058823,35,0,0,1.0,145.0,2.0,386.8695652173913,0.1278,0.083,0.841,0.076,0.0026905829596412557
6257,925,5.237837837837838,15,0,0,1.0,95.0,0.0,342.05882352941177,-0.9536,0.062,0.855,0.083,0.003258446235637112
6258,209,4.373205741626793,12,0,0,0.0,25.0,1.0,286.25,0.9828,0.168,0.807,0.025,0.003484320557491289
6259,136,5.051470588235294,2,0,0,0.0,20.0,2.0,165.8,-0.8885,0.137,0.68,0.183,0.006002400960384154
6260,1524,4.949475065616798,24,0,0,3.0,183.0,6.0,398.5217391304348,0.9932,0.119,0.791,0.09,0.002067914671310405
6261,117,4.9572649572649565,6,0,0,0.0,23.0,0.0,709.0,0.7391,0.133,0.813,0.054,0.0028208744710860366
6262,881,5.1021566401816125,18,0,0,0.0,150.0,4.0,287.0,0.9977,0.138,0.805,0.057,0.002559414990859232
6263,1082,4.677449168207023,50,0,0,1.0,96.0,3.0,220.46428571428572,0.9569,0.059,0.908,0.033,0.0008064516129032258
6264,502,4.727091633466134,18,0,0,6.0,41.0,0.0,291.1,0.91,0.093,0.829,0.078,0.002398081534772182
6265,670,5.029850746268656,39,0,0,0.0,83.0,3.0,157.46153846153845,0.9594,0.069,0.882,0.049,0.001942690626517727
6266,531,5.2504708097928425,34,0,0,0.0,77.0,4.0,257.6923076923077,0.4004,0.067,0.877,0.056,0.000594883997620464
6267,362,5.196132596685083,12,0,0,6.0,40.0,0.0,176.15384615384616,-0.9712,0.047,0.837,0.115,0.0030408340573414424
6268,1314,4.5350076103500765,59,0,0,2.0,154.0,5.0,253.79310344827587,0.9984,0.117,0.841,0.042,0.003789929615592853
6269,383,5.005221932114883,25,0,0,1.0,32.0,4.0,258.77777777777777,-0.9865,0.054,0.813,0.132,0.005134788189987163
6270,854,4.742388758782202,25,2,0,5.0,96.0,1.0,97.2156862745098,0.4993,0.095,0.819,0.086,0.0013977635782747603
6271,1304,4.527607361963191,48,0,0,2.0,132.0,1.0,161.33333333333334,0.9941,0.085,0.862,0.053,0.0032858707557502738
6272,110,4.636363636363637,17,0,0,0.0,13.0,0.0,106.16666666666667,0.7645,0.071,0.929,0.0,0.004672897196261682
6273,110,4.790909090909091,20,0,0,0.0,8.0,0.0,165.0,0.0,0.0,1.0,0.0,0.006033182503770739
6274,119,5.100840336134453,22,0,0,1.0,15.0,1.0,148.6,0.6652,0.038,0.962,0.0,0.008032128514056224
6275,139,5.107913669064748,1,0,0,0.0,24.0,0.0,173.6,0.9451,0.127,0.873,0.0,0.006880733944954129
6276,81,4.234567901234568,5,0,0,0.0,14.0,0.0,145.33333333333334,0.7677,0.098,0.902,0.0,0.01141552511415525
6277,34,4.352941176470588,0,0,0,0.0,4.0,0.0,91.5,-0.1027,0.096,0.771,0.133,0.0
6278,95,4.873684210526315,16,0,0,0.0,14.0,0.0,144.25,0.9022,0.135,0.865,0.0,0.008620689655172414
6279,1336,4.5696107784431135,45,1,0,4.0,135.0,1.0,241.67741935483872,0.9942,0.082,0.871,0.046,0.004387131082159
6280,1200,4.695,32,0,0,2.0,104.0,2.0,237.27586206896552,0.9985,0.136,0.812,0.052,0.0015921262121870025
6281,194,4.876288659793816,6,0,0,1.0,24.0,0.0,288.0,0.9652,0.153,0.814,0.033,0.006060606060606061
6282,195,4.466666666666667,6,0,0,0.0,21.0,1.0,267.5,0.7506,0.044,0.943,0.013,0.003727865796831314
6283,282,4.131205673758865,32,7,0,0.0,23.0,1.0,104.64285714285714,0.9757,0.119,0.841,0.04,0.0020297699594046007
6284,630,4.946031746031746,12,0,0,0.0,81.0,3.0,288.6923076923077,0.4391,0.103,0.805,0.091,0.0
6285,503,5.113320079522863,21,0,0,2.0,61.0,2.0,521.5,-0.9919,0.052,0.794,0.154,0.002871729419272495
6286,215,5.069767441860465,14,0,0,3.0,31.0,2.0,191.28571428571428,0.9843,0.164,0.818,0.019,0.0022304832713754648
6287,402,4.470149253731344,40,0,0,0.0,53.0,3.0,184.58333333333334,0.9176,0.126,0.772,0.103,0.0
6288,488,3.9836065573770494,1,2,0,0.0,40.0,0.0,76.15625,0.965,0.112,0.824,0.064,0.008107012565869477
6289,1049,4.660629170638703,49,0,0,2.0,107.0,5.0,195.48387096774192,0.8969,0.08,0.849,0.071,0.0016423057973394646
6290,1060,4.806603773584905,49,0,0,3.0,114.0,5.0,366.11764705882354,0.9612,0.089,0.841,0.07,0.004968744991184485
6291,1045,4.372248803827751,23,0,0,1.0,106.0,2.0,171.75757575757575,-0.6249,0.063,0.872,0.064,0.00543859649122807
6292,1267,4.247829518547752,32,0,0,2.0,98.0,1.0,129.5,0.9933,0.083,0.871,0.046,0.003979952830188679
6293,576,4.6631944444444455,83,0,0,1.0,83.0,0.0,301.1818181818182,0.9892,0.115,0.828,0.057,0.005408653846153846
6294,306,4.911764705882354,2,0,0,0.0,36.0,1.0,305.1666666666667,0.9858,0.145,0.79,0.065,0.004901960784313725
6295,497,4.430583501006036,6,0,0,0.0,43.0,0.0,210.76923076923077,-0.9536,0.043,0.893,0.064,0.003633720930232558
6296,249,4.943775100401607,12,0,0,3.0,37.0,0.0,216.28571428571428,0.6682,0.103,0.821,0.075,0.002631578947368421
6297,202,4.7128712871287135,2,0,0,0.0,18.0,0.0,146.25,-0.7717,0.081,0.811,0.108,0.0033984706881903144
6298,509,4.9017681728880165,0,0,0,17.0,42.0,1.0,117.92307692307692,-0.8538,0.037,0.898,0.065,0.0019411193788417987
6299,1225,4.211428571428572,25,3,0,1.0,115.0,4.0,142.44444444444446,0.7101,0.115,0.777,0.108,0.006664600123992561
6300,2,4.5,0,0,0,0.0,1.0,0.0,11.0,0.3818,0.722,0.278,0.0,0.0
6301,667,4.814092953523239,21,0,0,2.0,80.0,1.0,325.5,0.1152,0.065,0.873,0.062,0.0015317845289762573
6302,1053,4.339981006647673,34,0,0,2.0,98.0,0.0,209.22222222222223,0.9752,0.096,0.837,0.067,0.002997179125528914
6303,1059,4.626062322946176,21,0,0,1.0,105.0,2.0,375.6875,0.9842,0.074,0.894,0.032,0.005808164619980087
6304,371,4.584905660377358,0,5,0,0.0,42.0,0.0,139.46666666666667,0.9755,0.141,0.781,0.077,0.008547008547008548
6305,59,4.254237288135593,0,0,0,1.0,4.0,0.0,154.0,-0.6249,0.059,0.794,0.147,0.003236245954692557
6306,76,6.355263157894738,50,0,0,2.0,14.0,0.0,198.33333333333334,-0.5423,0.078,0.802,0.12,0.01340033500837521
6307,432,4.895833333333333,17,0,0,0.0,53.0,0.0,321.75,0.9555,0.091,0.864,0.044,0.0007748934521503294
6308,1613,4.7303161810291385,5,0,0,16.0,215.0,3.0,332.5,0.9991,0.143,0.798,0.059,0.0017136125093713183
6309,678,4.3023598820059,21,0,0,0.0,57.0,2.0,300.8333333333333,0.9895,0.094,0.874,0.031,0.008008837337752003
6310,813,4.391143911439114,11,0,0,2.0,88.0,0.0,191.95652173913044,0.9936,0.088,0.882,0.03,0.0020288548241659153
6311,965,4.747150259067356,28,2,0,5.0,90.0,0.0,193.48275862068965,0.9895,0.1,0.845,0.055,0.0030152536360411493
6312,691,4.846599131693198,34,0,0,1.0,79.0,3.0,370.27272727272725,0.9911,0.161,0.755,0.084,0.00612294881214793
6313,553,4.47377938517179,6,0,0,0.0,43.0,0.0,507.5,0.6214,0.099,0.825,0.076,0.0003278688524590164
6314,783,4.9961685823754785,16,0,0,1.0,87.0,1.0,475.4,-0.4348,0.062,0.883,0.054,0.007138358177619148
6315,1307,4.563121652639633,33,0,0,2.0,127.0,1.0,293.0,-0.89,0.061,0.866,0.073,0.002721458701864199
6316,915,4.997814207650274,26,0,0,3.0,124.0,2.0,149.83783783783784,0.9873,0.116,0.804,0.08,0.0012544802867383513
6317,1065,5.054460093896712,24,0,0,1.0,146.0,2.0,312.7142857142857,0.9935,0.106,0.843,0.051,0.004402611203886443
6318,152,4.875,17,0,0,0.0,20.0,0.0,181.2,0.6605,0.084,0.874,0.042,0.008791208791208791
6319,493,4.306288032454361,6,0,0,0.0,27.0,0.0,101.11538461538461,0.9625,0.064,0.917,0.02,0.008289374529012811
6320,1498,4.0587449933244315,41,6,0,0.0,117.0,3.0,123.2258064516129,0.9993,0.125,0.854,0.021,0.0033761849110505128
6321,15,5.2,0,0,0,0.0,4.0,0.0,93.0,0.3182,0.161,0.839,0.0,0.0
6322,510,5.1725490196078425,81,0,0,6.0,58.0,1.0,200.8125,-0.7506,0.051,0.89,0.059,0.009913258983890954
6323,1246,4.5746388443017665,51,2,0,7.0,132.0,1.0,163.37209302325581,0.9978,0.122,0.826,0.052,0.0031130607046837414
6324,38,4.5,0,0,0,2.0,4.0,0.0,105.0,0.743,0.189,0.781,0.03,0.004739336492890996
6325,519,5.263969171483622,58,0,0,5.0,49.0,0.0,331.9,0.4371,0.094,0.82,0.086,0.008413461538461538
6326,86,4.348837209302325,2,0,0,0.0,7.0,0.0,154.33333333333334,-0.3182,0.071,0.832,0.097,0.002150537634408602
6327,716,4.756983240223463,45,0,0,3.0,93.0,0.0,197.8095238095238,0.9875,0.086,0.896,0.017,0.005510301868711069
6328,727,5.361760660247593,8,0,0,0.0,93.0,1.0,290.875,0.9981,0.15,0.82,0.029,0.0008567144998929107
6329,529,4.829867674858223,28,0,0,0.0,51.0,0.0,259.25,0.963,0.089,0.858,0.053,0.0025624599615631004
6330,274,4.569343065693431,9,0,0,0.0,38.0,0.0,310.4,0.6662,0.035,0.952,0.013,0.0012853470437017994
6331,1407,4.572139303482588,50,0,0,6.0,135.0,3.0,394.75,0.9933,0.114,0.799,0.086,0.004169825625473844
6332,888,4.431306306306307,16,1,0,0.0,86.0,3.0,285.2352941176471,0.9946,0.112,0.831,0.057,0.002261513157894737
6333,622,4.691318327974277,0,0,0,0.0,73.0,1.0,447.875,0.9923,0.115,0.839,0.047,0.004179437169127891
6334,1240,4.22741935483871,33,0,0,2.0,106.0,2.0,172.28947368421052,0.9427,0.064,0.884,0.053,0.0016707168894289186
6335,1248,5.050480769230768,20,0,0,2.0,185.0,2.0,448.2352941176471,0.9901,0.093,0.85,0.056,0.002750130958617077
6336,808,4.038366336633663,24,0,0,12.0,65.0,1.0,93.1590909090909,0.9945,0.097,0.877,0.025,0.0024142926122646064
6337,1080,4.036111111111111,26,0,0,2.0,77.0,0.0,117.69565217391305,0.9715,0.064,0.902,0.034,0.004762777065396593
6338,303,4.521452145214521,5,0,0,0.0,35.0,0.0,106.0,0.431,0.068,0.893,0.038,0.004675628287551139
6339,642,4.355140186915889,26,0,0,1.0,60.0,1.0,124.67857142857143,0.9879,0.072,0.913,0.016,0.0062535531552018195
6340,992,4.889112903225806,9,0,0,1.0,122.0,1.0,168.28571428571428,-0.9419,0.092,0.81,0.098,0.001688048615800135
6341,474,5.244725738396625,16,0,0,0.0,63.0,0.0,200.2,0.9888,0.119,0.834,0.047,0.0016572754391779914
6342,605,4.765289256198346,48,0,0,0.0,83.0,4.0,274.3076923076923,0.9854,0.084,0.886,0.03,0.002794857462269424
6343,525,4.428571428571429,4,1,0,1.0,51.0,1.0,317.6666666666667,0.9879,0.136,0.806,0.058,0.0076735263341471925
6344,551,4.798548094373865,39,0,0,0.0,66.0,6.0,201.875,-0.9718,0.027,0.897,0.077,0.004930662557781202
6345,471,4.993630573248407,33,0,0,2.0,48.0,0.0,408.85714285714283,0.171,0.054,0.904,0.042,0.004532775453277545
6346,1213,4.583676834295137,12,0,0,2.0,85.0,0.0,486.2857142857143,-0.9924,0.081,0.805,0.114,0.0011730205278592375
6347,337,4.9614243323442135,2,0,0,3.0,32.0,0.0,225.55555555555554,-0.9763,0.041,0.846,0.112,0.0068694798822374874
6348,579,4.770293609671848,9,0,0,1.0,57.0,1.0,225.33333333333334,0.8582,0.087,0.851,0.062,0.0035335689045936395
6349,1433,4.765526866713189,15,0,0,6.0,193.0,5.0,220.78947368421052,0.999,0.116,0.871,0.013,0.007001305328112021
6350,955,4.869109947643978,29,0,0,0.0,103.0,3.0,236.04166666666666,0.9391,0.089,0.838,0.073,0.0035161744022503515
6351,837,4.39068100358423,51,0,0,1.0,72.0,1.0,169.25925925925927,-0.9771,0.041,0.881,0.077,0.0019582245430809398
6352,517,4.959381044487428,20,0,0,2.0,55.0,0.0,240.07692307692307,0.9682,0.089,0.871,0.041,0.003830194701563996
6353,584,4.809931506849315,19,0,0,1.0,66.0,0.0,265.46153846153845,0.9963,0.112,0.88,0.008,0.006352873231302339
6354,1244,3.880225080385852,46,6,0,0.0,87.0,1.0,156.48717948717947,0.9884,0.056,0.919,0.025,0.006839276990718124
6355,635,4.68503937007874,30,0,0,1.0,99.0,1.0,183.6,0.9984,0.159,0.826,0.015,0.004334868599295584
6356,820,4.487804878048781,39,0,0,1.0,89.0,2.0,148.61290322580646,0.9876,0.072,0.901,0.026,0.004097476816907484
6357,671,4.795827123695977,0,0,0,1.0,96.0,0.0,198.3,0.9975,0.14,0.823,0.037,0.004767879548306148
6358,1381,4.425054308472122,9,0,0,2.0,103.0,1.0,170.3409090909091,0.9988,0.16,0.766,0.075,0.001857502985272655
6359,1989,4.789844142785318,123,0,0,3.0,179.0,6.0,236.89795918367346,-0.9678,0.079,0.835,0.086,0.004203843514070007
6360,406,4.357142857142857,2,0,0,0.0,38.0,0.0,199.63636363636363,0.99,0.129,0.837,0.034,0.001813236627379873
6361,1279,5.004691164972635,78,4,0,3.0,154.0,2.0,189.34146341463415,0.9984,0.117,0.856,0.027,0.002306805074971165
6362,854,4.768149882903981,24,0,0,1.0,102.0,1.0,184.96296296296296,-0.966,0.078,0.819,0.103,0.0035856573705179283
6363,281,4.512455516014236,0,0,0,1.0,24.0,0.0,258.5,0.8201,0.114,0.787,0.098,0.004498714652956298
6364,431,5.197215777262182,131,0,0,5.0,54.0,3.0,184.6,-0.7506,0.019,0.939,0.043,0.006108515989938915
6365,1086,4.7458563535911615,27,0,0,7.0,128.0,1.0,180.05714285714285,0.9892,0.106,0.821,0.073,0.0007891414141414141
6366,1204,4.691860465116279,22,0,0,2.0,114.0,1.0,347.3,0.9983,0.143,0.791,0.067,0.0021536252692031586
6367,1649,4.219526986052153,38,3,0,8.0,141.0,2.0,176.22448979591837,0.9896,0.051,0.925,0.024,0.004606702752504895
6368,836,4.616028708133972,22,0,0,0.0,100.0,2.0,206.56521739130434,0.9992,0.194,0.765,0.041,0.004190236748376284
6369,609,4.74384236453202,18,0,0,3.0,64.0,0.0,322.45454545454544,0.9912,0.084,0.902,0.013,0.006466123137475401
6370,493,4.486815415821501,1,0,0,0.0,58.0,1.0,163.11764705882354,0.9919,0.107,0.868,0.025,0.0068149210903873745
6371,1148,4.631533101045296,28,0,0,2.0,137.0,2.0,175.64864864864865,-0.9649,0.074,0.832,0.094,0.0042852770125497396
6372,1331,4.243425995492111,19,3,0,6.0,109.0,1.0,130.24074074074073,0.9975,0.116,0.829,0.055,0.0015523567598080723
6373,170,4.841176470588235,8,0,0,3.0,17.0,0.0,335.6666666666667,0.9022,0.114,0.836,0.05,0.002973240832507433
6374,876,4.392694063926941,15,0,0,0.0,82.0,0.0,215.5,0.9959,0.096,0.896,0.008,0.0035714285714285713
6375,406,4.886699507389164,19,0,0,1.0,56.0,1.0,218.45454545454547,0.9765,0.083,0.893,0.024,0.001658374792703151
6376,943,4.63626723223754,92,0,0,0.0,102.0,1.0,315.0,0.948,0.054,0.914,0.032,0.003909886427108546
6377,654,5.0902140672782865,18,0,0,0.0,83.0,2.0,224.5,0.9969,0.138,0.819,0.043,0.0024642681123706258
6378,572,4.844405594405594,5,1,0,1.0,62.0,0.0,209.875,-0.2713,0.028,0.942,0.03,0.008004743551734361
6379,1277,4.5732184808144085,69,0,0,0.0,136.0,2.0,193.02702702702703,0.9803,0.043,0.952,0.004,0.0033435497353023124
6380,778,4.552699228791774,24,0,0,3.0,75.0,2.0,433.9,0.9956,0.101,0.869,0.03,0.0006899724011039559
6381,353,5.079320113314448,6,0,0,0.0,46.0,0.0,432.6,0.9271,0.12,0.814,0.065,0.0027688047992616522
6382,509,4.722986247544204,15,1,0,0.0,50.0,0.0,245.75,0.8245,0.076,0.855,0.069,0.00472972972972973
6383,1582,4.594184576485461,81,0,0,1.0,179.0,3.0,229.76923076923077,0.9931,0.066,0.901,0.033,0.008223135903989333
6384,219,4.726027397260274,9,0,0,0.0,25.0,0.0,318.25,0.8658,0.093,0.861,0.046,0.0007836990595611285
6385,382,5.230366492146597,29,0,0,4.0,55.0,0.0,403.0,-0.9856,0.034,0.844,0.122,0.0070160957490713995
6386,891,4.700336700336702,8,1,0,1.0,108.0,1.0,270.89473684210526,0.9986,0.165,0.763,0.072,0.002517428350116189
