,Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,class,allCaps,adjectives,superlatives,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
1227,413,4.811138014527844,18,0,0,3.0,39.0,1.0,606.75,-0.9814,0.047,0.841,0.112,0.005761316872427984
1228,1176,4.240646258503402,43,0,0,0.0,112.0,2.0,171.52777777777777,0.9927,0.126,0.787,0.086,0.007729468599033816
1229,723,4.897648686030429,178,0,0,5.0,85.0,6.0,137.75,-0.9911,0.068,0.816,0.115,0.0024780355936021626
1230,1039,5.318575553416747,76,0,0,1.0,141.0,4.0,162.390243902439,-0.9801,0.092,0.795,0.113,0.0008957897879964168
1231,619,4.213247172859451,10,0,0,0.0,44.0,1.0,112.0,0.9833,0.085,0.887,0.028,0.00641025641025641
1232,988,5.157894736842105,17,0,0,3.0,117.0,4.0,411.8666666666667,-0.9978,0.067,0.781,0.152,0.003875968992248062
1233,1490,4.400671140939597,27,0,0,3.0,105.0,3.0,122.4090909090909,-0.9993,0.087,0.74,0.173,0.005157170923379175
1234,1165,4.797424892703862,77,0,0,2.0,166.0,7.0,309.45454545454544,0.9983,0.136,0.817,0.048,0.0017572118904671254
1235,468,4.769230769230768,7,0,0,0.0,46.0,0.0,169.25,-0.663,0.086,0.813,0.101,0.0033051781123760557
1236,879,4.648464163822526,33,0,0,1.0,111.0,2.0,193.69230769230768,-0.9842,0.059,0.854,0.087,0.00494168808064835
1237,488,4.883196721311474,4,0,0,10.0,61.0,1.0,182.25,0.9959,0.146,0.854,0.0,0.006141248720573183
1238,902,4.811529933481153,0,0,0,2.0,99.0,0.0,176.93333333333334,-0.9935,0.086,0.771,0.143,0.0026231965523702454
1239,1032,4.7102713178294575,4,0,0,5.0,113.0,1.0,138.58139534883722,-0.9927,0.095,0.776,0.129,0.0028328611898017
1240,1062,4.4774011299435035,55,0,0,2.0,110.0,4.0,85.66666666666667,-0.9974,0.067,0.796,0.136,0.0036795450744271617
1241,1005,4.226865671641791,31,0,0,0.0,105.0,0.0,188.0,0.9946,0.121,0.81,0.069,0.004158790170132325
1242,1071,4.130718954248366,3,0,0,5.0,81.0,3.0,128.90697674418604,0.9928,0.08,0.886,0.033,0.0035810205908683975
1243,886,4.637697516930023,37,0,0,2.0,71.0,1.0,218.6086956521739,0.9048,0.062,0.893,0.045,0.004753416518122401
1244,1494,4.51004016064257,14,0,0,1.0,158.0,1.0,237.31428571428572,0.9913,0.096,0.84,0.064,0.0026378896882494006
1245,1265,4.31699604743083,46,3,0,0.0,131.0,1.0,155.0681818181818,0.9989,0.125,0.838,0.036,0.004806991988346686
1246,544,4.863970588235294,58,0,0,0.0,81.0,0.0,171.0,0.9862,0.09,0.899,0.011,0.0036730945821854912
1247,443,4.343115124153498,2,0,0,1.0,48.0,0.0,216.36363636363637,0.9842,0.09,0.902,0.008,0.011297071129707114
1248,1378,4.4905660377358485,101,1,0,17.0,157.0,4.0,134.70689655172413,0.9251,0.05,0.911,0.039,0.010170353419781338
1249,2960,4.548986486486488,179,0,0,3.0,311.0,6.0,192.84883720930233,0.9971,0.07,0.888,0.042,0.0021595680863827236
1250,1067,4.516401124648548,37,0,0,1.0,108.0,4.0,191.48387096774192,-0.9884,0.051,0.867,0.082,0.005364626990779548
1251,244,4.602459016393444,8,0,0,1.0,14.0,0.0,87.875,0.9482,0.077,0.918,0.006,0.0049261083743842365
1252,1685,4.579228486646884,173,0,0,1.0,168.0,1.0,244.25641025641025,0.992,0.075,0.88,0.045,0.004496496915193977
1253,1879,4.170835550824907,74,0,0,1.0,187.0,2.0,200.44897959183675,0.9856,0.063,0.892,0.045,0.007092917215523356
1254,288,4.513888888888889,2,0,0,0.0,25.0,0.0,107.46666666666667,0.8959,0.076,0.885,0.039,0.003075030750307503
1255,2398,4.400333611342786,115,6,0,0.0,177.0,1.0,153.95294117647057,-0.9996,0.079,0.781,0.139,0.0028096286733996505
1256,1265,4.5114624505928855,29,0,0,0.0,115.0,2.0,159.13636363636363,0.9903,0.086,0.856,0.057,0.002555366269165247
1257,1766,4.369762174405436,107,0,0,0.0,157.0,2.0,212.2888888888889,0.9982,0.09,0.875,0.035,0.00437636761487965
1258,871,4.171067738231917,6,1,0,0.0,95.0,0.0,129.31428571428572,0.9937,0.092,0.871,0.037,0.0061403508771929825
1259,736,4.9103260869565215,2,0,0,4.0,79.0,1.0,169.69230769230768,-0.9834,0.048,0.857,0.095,0.004056795131845842
1260,1629,4.150399017802333,28,0,0,6.0,136.0,1.0,138.0327868852459,-0.9988,0.08,0.779,0.141,0.003537735849056604
1261,491,4.448065173116089,8,0,0,0.0,51.0,1.0,208.0,0.9836,0.107,0.842,0.051,0.005154639175257732
1262,431,3.707656612529002,7,0,0,0.0,41.0,0.0,112.77777777777777,0.9332,0.076,0.885,0.038,0.0019540791402051783
1263,142,4.577464788732393,0,0,0,0.0,20.0,0.0,114.85714285714286,0.6637,0.089,0.867,0.044,0.0
1264,78,4.115384615384615,0,0,0,0.0,13.0,3.0,131.0,-0.319,0.037,0.908,0.055,0.010126582278481013
1265,136,4.830882352941177,5,0,0,0.0,9.0,1.0,88.77777777777777,0.8504,0.07,0.93,0.0,0.009913258983890954
1266,1449,4.77087646652864,43,0,0,2.0,97.0,0.0,234.75,-0.999,0.033,0.848,0.119,0.0028281876031110063
1267,852,4.535211267605634,11,0,0,1.0,77.0,4.0,169.92857142857142,0.9913,0.108,0.832,0.06,0.003761755485893417
1268,818,5.198044009779951,14,0,0,1.0,142.0,4.0,160.5625,0.9969,0.176,0.716,0.108,0.003869220352099052
1269,891,4.277216610549944,15,0,0,0.0,76.0,8.0,196.75,0.8286,0.108,0.794,0.098,0.003161222339304531
1270,356,3.6264044943820224,0,1,0,0.0,30.0,2.0,89.5,-0.9608,0.034,0.87,0.097,0.004914004914004914
1271,768,4.842447916666667,12,0,0,9.0,88.0,3.0,157.6551724137931,0.7706,0.068,0.871,0.062,0.0026086956521739132
1272,299,4.381270903010034,7,0,0,1.0,45.0,0.0,274.1666666666667,0.931,0.126,0.802,0.072,0.00909090909090909
1273,662,4.673716012084592,41,0,0,0.0,60.0,2.0,164.95652173913044,0.5998,0.105,0.792,0.104,0.005765199161425576
1274,61,4.950819672131146,4,0,0,0.0,9.0,0.0,193.0,0.4019,0.045,0.955,0.0,0.002583979328165375
1275,487,4.88911704312115,74,0,0,6.0,56.0,0.0,128.91304347826087,-0.9763,0.048,0.862,0.089,0.007367716008037508
1276,1048,4.75,36,0,0,3.0,116.0,4.0,225.40740740740742,-0.991,0.079,0.809,0.112,0.007362565445026178
1277,789,4.70342205323194,35,0,0,1.0,101.0,4.0,350.53846153846155,0.9931,0.092,0.878,0.03,0.001969796454366382
1278,611,5.230769230769232,16,0,0,0.0,57.0,2.0,319.5833333333333,-0.9978,0.062,0.751,0.186,0.004420176807072283
1279,1208,4.593543046357616,26,1,0,1.0,132.0,2.0,207.75757575757575,0.998,0.145,0.782,0.074,0.0045025417574437185
1280,390,3.9461538461538463,22,0,0,33.0,34.0,0.0,215.66666666666666,0.9,0.08,0.867,0.053,0.014366341713699333
1281,516,4.122093023255814,59,0,0,0.0,37.0,0.0,267.6,-0.9922,0.057,0.808,0.135,0.008938547486033519
1282,834,4.5071942446043165,46,0,0,0.0,68.0,3.0,271.29411764705884,0.7725,0.08,0.859,0.061,0.0019446845289541918
1283,611,4.9214402618657935,10,0,0,0.0,73.0,1.0,242.8,0.2988,0.104,0.791,0.105,0.0035557986870897156
1284,1337,4.541510845175766,32,1,0,3.0,104.0,2.0,257.62068965517244,-0.9753,0.048,0.887,0.065,0.003467128950526737
1285,248,4.850806451612904,16,0,0,2.0,24.0,4.0,494.6666666666667,-0.9371,0.052,0.85,0.098,0.0033647375504710633
1286,47,4.595744680851063,0,0,0,1.0,3.0,0.0,265.0,-0.5267,0.148,0.656,0.197,0.007547169811320755
1287,956,4.882845188284518,4,0,0,0.0,97.0,0.0,469.1666666666667,0.6967,0.071,0.862,0.067,0.0024818294628611948
1288,1038,4.83718689788054,134,0,0,5.0,98.0,0.0,246.72,0.6801,0.021,0.966,0.013,0.0024224806201550387
1289,502,4.346613545816733,6,1,0,1.0,48.0,0.0,150.77777777777777,-0.9119,0.066,0.842,0.092,0.0014646649578908824
1290,1128,4.6382978723404245,80,0,0,0.0,100.0,4.0,220.51724137931035,0.1698,0.061,0.885,0.054,0.002179666822357154
1291,1311,4.555301296720061,18,0,0,2.0,101.0,2.0,263.0,-0.9985,0.026,0.858,0.116,0.0018941956433500204
1292,739,4.469553450608932,24,0,0,2.0,61.0,1.0,271.8,0.9734,0.097,0.844,0.059,0.001955512099731117
1293,187,3.882352941176471,8,0,0,0.0,11.0,0.0,102.0,0.9337,0.129,0.825,0.046,0.0021598272138228943
1294,632,4.881329113924051,32,0,0,1.0,71.0,1.0,536.4285714285714,0.9729,0.072,0.898,0.03,0.0026588673225206062
1295,539,4.76252319109462,9,0,0,1.0,60.0,3.0,210.13333333333333,0.9545,0.085,0.869,0.046,0.013265950726468731
1296,1105,4.790950226244344,21,0,0,1.0,93.0,1.0,208.96774193548387,-0.997,0.071,0.797,0.132,0.004456054087277198
1297,498,4.566265060240964,46,0,0,0.0,42.0,2.0,256.0,-0.0119,0.063,0.867,0.071,0.0007077140835102619
1298,584,4.821917808219178,41,0,0,2.0,66.0,3.0,343.9,0.9946,0.132,0.845,0.023,0.0020301624129930394
1299,2433,4.86806411837238,427,0,0,51.0,306.0,8.0,164.8426966292135,0.9991,0.097,0.867,0.036,0.007520834744901416
1300,661,4.5370650529500764,22,0,0,2.0,79.0,1.0,284.46153846153845,0.9803,0.063,0.926,0.01,0.00646900269541779
1301,1724,4.834106728538283,262,2,0,76.0,206.0,3.0,210.0612244897959,0.996,0.074,0.894,0.032,0.008703220191470844
1302,422,5.331753554502369,16,0,0,3.0,53.0,2.0,678.25,0.9929,0.143,0.838,0.019,0.0066298342541436465
1303,1286,4.747278382581648,86,0,0,8.0,148.0,1.0,202.56756756756758,-0.7794,0.071,0.856,0.073,0.007835325365205844
1304,1148,4.491289198606272,38,0,0,2.0,126.0,3.0,122.4423076923077,-0.9989,0.081,0.752,0.167,0.004986753934860527
1305,1200,4.183333333333334,12,1,0,1.0,124.0,1.0,124.9,0.9942,0.128,0.791,0.081,0.0060374960279631395
1306,1379,4.01595358955765,100,6,0,0.0,97.0,0.0,243.44827586206895,0.9739,0.035,0.95,0.014,0.0074774266365688485
1307,3269,4.62159681859896,326,2,0,104.0,416.0,9.0,178.1904761904762,0.9994,0.142,0.764,0.094,0.007919634314871905
1308,737,4.62415196743555,27,0,0,0.0,84.0,2.0,168.8,-0.8944,0.035,0.902,0.063,0.0056563752062220125
1309,944,4.647245762711863,8,0,0,0.0,93.0,2.0,267.75,0.9974,0.119,0.85,0.031,0.0026051358392259025
1310,847,4.5206611570247945,4,0,0,1.0,86.0,0.0,181.96153846153845,0.9986,0.187,0.74,0.073,0.0054667788057190915
1311,628,4.262738853503185,41,0,0,1.0,64.0,1.0,167.15,-0.8276,0.084,0.826,0.09,0.008033323415650105
1312,724,5.267955801104971,146,0,0,28.0,128.0,3.0,189.28,0.9966,0.118,0.862,0.02,0.014087468460891506
1313,5072,5.062894321766561,1460,9,0,147.0,834.0,64.0,133.00840336134453,0.9999,0.12,0.825,0.055,0.010786065907879472
1314,865,4.246242774566474,41,0,0,1.0,73.0,1.0,199.17391304347825,0.9943,0.097,0.877,0.026,0.00651748859439496
1315,754,4.465517241379311,19,0,0,0.0,91.0,2.0,187.72727272727272,0.9941,0.114,0.833,0.053,0.002890869669959046
1316,835,4.725748502994012,15,0,0,0.0,83.0,3.0,186.03846153846155,0.9976,0.149,0.79,0.062,0.005141916906622789
1317,284,4.647887323943662,0,0,0,0.0,25.0,0.0,228.71428571428572,0.9428,0.155,0.748,0.096,0.004978220286247666
1318,601,4.883527454242929,45,0,0,1.0,60.0,0.0,297.5833333333333,0.6638,0.064,0.881,0.055,0.00446677833612507
1319,849,4.7962308598351004,30,1,0,0.0,94.0,2.0,188.76923076923077,-0.9974,0.092,0.747,0.16,0.010135819987837016
1320,300,4.8933333333333335,2,0,0,0.0,42.0,0.0,161.63636363636363,0.8625,0.116,0.793,0.091,0.007274762171236709
1321,283,4.455830388692579,22,0,0,0.0,28.0,0.0,193.25,0.2247,0.057,0.897,0.046,0.0070830650354153256
1322,1112,4.669064748201438,49,0,0,6.0,137.0,6.0,303.85714285714283,-0.9783,0.07,0.845,0.085,0.008904858615841275
1323,248,5.237903225806452,0,0,0,0.0,33.0,1.0,144.72727272727272,0.9896,0.176,0.796,0.029,0.008114856429463172
1324,275,4.854545454545455,6,0,0,0.0,31.0,0.0,164.7,-0.9287,0.085,0.778,0.137,0.014492753623188406
1325,275,4.745454545454545,3,0,0,2.0,29.0,0.0,175.88888888888889,-0.9712,0.096,0.747,0.157,0.00251414204902577
1326,259,4.22007722007722,4,0,0,0.0,30.0,1.0,228.16666666666666,-0.847,0.103,0.765,0.132,0.004366812227074236
1327,1035,4.728502415458936,20,0,0,0.0,114.0,1.0,260.6521739130435,0.9977,0.125,0.825,0.05,0.0011637572734829592
1328,382,4.481675392670157,8,0,0,0.0,39.0,0.0,264.875,-0.0294,0.065,0.869,0.065,0.0028222013170272815
1329,999,4.8408408408408405,19,0,0,1.0,100.0,2.0,173.38235294117646,0.9972,0.128,0.812,0.06,0.0021929824561403508
1330,1086,4.237569060773482,15,2,0,0.0,89.0,0.0,237.33333333333334,0.992,0.092,0.87,0.039,0.00454624934429096
1331,449,4.503340757238306,20,0,0,0.0,48.0,4.0,190.6153846153846,0.9607,0.075,0.899,0.027,0.00963855421686747
1332,1019,4.506378802747792,62,1,0,26.0,117.0,1.0,141.475,0.9767,0.102,0.813,0.085,0.008773469029654325
1333,278,4.201438848920863,8,0,0,0.0,31.0,0.0,294.6,-0.2491,0.062,0.872,0.066,0.0013540961408259986
1334,451,4.286031042128603,4,0,0,0.0,43.0,1.0,216.54545454545453,0.9926,0.124,0.852,0.024,0.004180602006688963
1335,1201,4.248126561199002,22,1,0,2.0,131.0,3.0,301.0952380952381,0.999,0.142,0.817,0.041,0.005360239634242472
1336,984,4.987804878048781,24,0,0,0.0,143.0,5.0,179.66666666666666,0.9969,0.121,0.839,0.04,0.0018453279651065259
1337,706,4.71671388101983,31,0,0,6.0,75.0,1.0,510.375,-0.9921,0.048,0.835,0.118,0.0007334963325183374
1338,409,4.6870415647921755,2,0,0,2.0,42.0,0.0,181.0,0.9901,0.149,0.821,0.03,0.002959830866807611
1339,738,4.865853658536587,20,0,0,1.0,97.0,0.0,396.72727272727275,-0.9485,0.03,0.915,0.054,0.006630086877000457
1340,1181,4.34801016088061,25,0,0,0.0,101.0,2.0,303.4761904761905,0.998,0.083,0.908,0.008,0.005161895823557016
1341,668,4.314371257485029,14,1,0,0.0,67.0,4.0,297.8333333333333,0.9524,0.079,0.863,0.058,0.008647140864714086
1342,333,4.654654654654656,7,0,0,0.0,30.0,0.0,236.5,0.9245,0.056,0.937,0.007,0.00105318588730911
1343,1003,4.5423728813559325,21,0,0,2.0,81.0,2.0,294.94736842105266,-0.9909,0.067,0.822,0.111,0.0048025613660619
1344,828,3.9987922705314016,28,1,0,0.0,69.0,2.0,126.87878787878788,-0.9697,0.096,0.784,0.12,0.002843601895734597
1345,663,4.546003016591252,7,3,0,0.0,73.0,0.0,186.2,-0.9405,0.064,0.847,0.09,0.0013358268768367619
1346,891,4.158249158249158,6,2,0,0.0,74.0,1.0,79.58620689655173,0.9974,0.153,0.777,0.07,0.003425390708627703
1347,1803,4.170271769273433,55,0,0,0.0,174.0,4.0,169.85454545454544,0.9992,0.113,0.864,0.023,0.0034057045551298426
1348,1068,4.195692883895132,33,1,0,3.0,88.0,2.0,214.53846153846155,0.9821,0.061,0.903,0.036,0.003569516330537212
1349,558,4.709677419354839,12,1,0,2.0,65.0,1.0,245.46153846153845,0.9904,0.139,0.807,0.054,0.005309181761399126
1350,738,4.490514905149052,9,0,0,0.0,77.0,0.0,165.04,0.9779,0.065,0.905,0.03,0.0057859209257473485
1351,1107,4.459801264679314,23,0,0,0.0,130.0,4.0,216.89285714285714,-0.9413,0.062,0.863,0.075,0.002622950819672131
1352,298,4.966442953020135,6,0,0,0.0,37.0,1.0,297.1666666666667,0.9828,0.132,0.835,0.033,0.003912800447177194
1353,80,3.6,2,0,0,0.0,12.0,0.0,180.5,-0.3641,0.038,0.884,0.078,0.0027624309392265192
1354,1104,4.546195652173913,36,0,0,0.0,136.0,5.0,166.13513513513513,0.9889,0.142,0.744,0.113,0.0024260067928190197
1355,228,4.337719298245614,6,0,0,2.0,22.0,1.0,203.66666666666666,0.9231,0.102,0.862,0.036,0.0032599837000814994
1356,710,4.664788732394366,29,0,0,0.0,50.0,0.0,252.5,-0.9859,0.015,0.895,0.09,0.0007398273736128237
1357,2237,4.1569065713008495,61,0,0,10.0,187.0,5.0,209.9090909090909,-0.6754,0.068,0.866,0.066,0.004570147451927222
1358,1035,4.6125603864734295,13,0,0,0.0,155.0,2.0,172.2058823529412,0.817,0.041,0.927,0.032,0.0035665760869565215
1359,513,4.8011695906432745,8,0,0,2.0,39.0,0.0,378.25,-0.969,0.038,0.883,0.079,0.002967359050445104
1360,475,4.591578947368421,24,0,0,0.0,33.0,0.0,141.73684210526315,0.8968,0.028,0.972,0.0,0.002950940612320177
1361,1310,4.562595419847328,14,0,0,1.0,104.0,1.0,253.82758620689654,0.9563,0.079,0.856,0.064,0.003112735146839897
1362,313,4.8306709265175725,20,0,0,0.0,26.0,0.0,309.3333333333333,0.8467,0.062,0.895,0.042,0.004298764105319721
1363,573,4.506108202443281,53,0,0,2.0,77.0,5.0,124.96153846153847,0.9968,0.163,0.769,0.068,0.011610143599144515
1364,920,4.865217391304348,8,0,0,5.0,102.0,4.0,227.04166666666666,0.9053,0.07,0.871,0.059,0.0062134502923976605
1365,1369,4.5785244704163635,45,0,0,4.0,141.0,7.0,275.17857142857144,0.9915,0.092,0.846,0.062,0.007242628039317123
1366,649,4.721109399075501,24,0,0,2.0,69.0,1.0,207.44444444444446,-0.9787,0.06,0.843,0.097,0.0010666666666666667
1367,1518,4.403820816864295,41,0,0,4.0,96.0,0.0,217.28947368421052,-0.9984,0.058,0.826,0.116,0.004219918013021461
1368,1215,5.074897119341563,13,0,0,17.0,124.0,0.0,202.3783783783784,0.9958,0.086,0.876,0.038,0.004917597022860181
1369,698,4.501432664756447,65,0,0,1.0,64.0,1.0,112.0,0.9976,0.139,0.845,0.017,0.005311077389984826
1370,708,4.923728813559323,192,0,0,0.0,73.0,5.0,155.32142857142858,-0.6735,0.05,0.892,0.059,0.005484460694698354
1371,805,4.744099378881987,43,0,0,0.0,60.0,2.0,260.6666666666667,-0.9563,0.045,0.89,0.066,0.0027612574341546302
1372,669,5.074738415545591,54,0,0,0.0,79.0,3.0,274.8666666666667,-0.9731,0.079,0.805,0.116,0.004109257916364515
1373,966,4.943064182194617,44,0,0,4.0,100.0,1.0,263.8181818181818,0.9979,0.123,0.853,0.024,0.002575107296137339
1374,1021,4.971596474045054,57,0,0,6.0,116.0,6.0,176.42857142857142,0.9869,0.079,0.875,0.047,0.005477686483003061
1375,1004,4.6932270916334655,55,0,0,1.0,85.0,2.0,412.07142857142856,0.9864,0.072,0.891,0.037,0.0053614666205465235
1376,412,4.854368932038835,4,0,0,2.0,43.0,3.0,244.4,-0.7438,0.072,0.845,0.082,0.0012229922543823889
1377,588,4.792517006802721,34,0,0,1.0,71.0,0.0,345.1,-0.5118,0.115,0.767,0.118,0.009248554913294798
1378,917,5.280261723009815,21,0,0,0.0,132.0,0.0,207.46428571428572,-0.9736,0.088,0.804,0.108,0.00205620287868403
1379,960,4.854166666666667,10,0,0,1.0,106.0,3.0,299.42105263157896,-0.9976,0.118,0.707,0.175,0.002978797967408446
1380,982,4.529531568228107,12,0,0,1.0,117.0,3.0,149.13513513513513,-0.9726,0.066,0.845,0.089,0.002340655383507382
1381,797,4.525721455457967,49,0,0,1.0,101.0,5.0,192.30434782608697,-0.9955,0.047,0.833,0.121,0.0022497187851518562
1382,121,4.644628099173554,2,0,0,0.0,15.0,0.0,138.6,-0.8873,0.113,0.662,0.225,0.007173601147776184
1383,354,5.031073446327683,4,0,0,0.0,43.0,2.0,268.0,0.6769,0.075,0.855,0.07,0.0023245002324500234
1384,924,4.996753246753247,16,0,0,0.0,120.0,3.0,223.48,0.8204,0.073,0.861,0.066,0.0012475494564248798
1385,748,4.247326203208556,18,0,0,0.0,72.0,0.0,103.3157894736842,0.964,0.084,0.873,0.043,0.006813020439061317
1386,1031,5.2007759456838025,10,0,0,0.0,148.0,0.0,184.74285714285713,0.9815,0.132,0.767,0.1,0.0016923076923076924
1387,710,4.884507042253522,11,0,0,3.0,81.0,4.0,156.88888888888889,0.997,0.134,0.824,0.042,0.00656968559361802
1388,2283,4.568112133158126,167,0,0,4.0,219.0,2.0,160.28395061728395,0.9992,0.115,0.83,0.055,0.003521665901087123
1389,334,4.8293413173652695,20,0,0,0.0,41.0,1.0,282.7142857142857,0.9821,0.138,0.799,0.063,0.004534005037783375
1390,841,4.984542211652794,45,0,0,0.0,91.0,1.0,154.45454545454547,0.9977,0.132,0.841,0.028,0.012868005459153831
1391,1064,4.536654135338347,83,0,0,9.0,125.0,2.0,147.29268292682926,-0.8521,0.062,0.867,0.07,0.009708737864077669
1392,1045,4.669856459330143,51,0,0,3.0,113.0,3.0,229.53846153846155,-0.9592,0.047,0.876,0.076,0.005173564753004005
1393,4294,4.511644154634373,158,0,0,6.0,384.0,3.0,194.41463414634146,-0.9998,0.052,0.839,0.109,0.001997087580611608
1394,1244,4.188102893890675,30,0,0,4.0,124.0,0.0,271.0416666666667,-0.9839,0.093,0.79,0.117,0.003677033859353455
1395,855,4.188304093567251,34,0,0,1.0,81.0,0.0,144.61290322580646,0.9944,0.096,0.874,0.03,0.003323731442499446
1396,845,4.27810650887574,20,1,0,1.0,96.0,2.0,213.66666666666666,0.997,0.103,0.88,0.016,0.004659418682050144
1397,152,4.875,2,0,0,0.0,15.0,0.0,150.66666666666666,0.7657,0.098,0.846,0.056,0.0
1398,76,4.276315789473684,0,0,0,0.0,8.0,0.0,202.0,0.4329,0.039,0.961,0.0,0.0024691358024691358
1399,282,4.386524822695035,7,0,0,0.0,33.0,2.0,118.38461538461539,0.9746,0.094,0.898,0.008,0.0012894906511927789
1400,1012,4.803359683794467,32,0,0,2.0,117.0,5.0,459.53846153846155,0.981,0.116,0.796,0.087,0.005011693952555964
1401,1141,4.836985100788782,24,0,0,0.0,100.0,1.0,247.40740740740742,0.9857,0.078,0.877,0.045,0.0014912019087384432
1402,927,4.19848975188781,12,5,0,3.0,68.0,1.0,150.8125,0.9901,0.106,0.817,0.077,0.004323656578134651
1403,784,5.198979591836736,14,0,0,0.0,81.0,2.0,222.54545454545453,0.9948,0.129,0.805,0.066,0.0004067520846044336
1404,812,5.043103448275862,3,0,0,6.0,77.0,0.0,189.80769230769232,-0.9929,0.075,0.789,0.137,0.0030241935483870967
1405,2016,5.1319444444444455,324,0,0,7.0,309.0,5.0,405.741935483871,0.9996,0.147,0.793,0.059,0.002141497461928934
1406,964,4.520746887966805,0,0,0,1.0,75.0,0.0,266.1,-0.7624,0.076,0.838,0.086,0.005055233102415278
1407,1487,4.540685944855412,77,0,0,1.0,155.0,2.0,153.2962962962963,0.9929,0.093,0.848,0.06,0.0025207057976233344
1408,640,4.659375,0,0,0,0.0,73.0,0.0,183.6,-0.9317,0.098,0.778,0.124,0.00406393931183961
1409,62,4.548387096774194,3,0,0,0.0,7.0,0.0,182.5,0.0,0.0,1.0,0.0,0.00546448087431694
1410,568,4.84330985915493,84,0,0,10.0,76.0,1.0,227.06666666666666,0.9547,0.105,0.813,0.082,0.009649122807017544
1411,260,5.065384615384615,52,0,0,2.0,27.0,0.0,162.1,-0.6486,0.035,0.909,0.056,0.009821976672805401
1412,1037,4.816779170684668,62,0,0,5.0,118.0,3.0,174.2,0.835,0.069,0.869,0.063,0.006361115641820258
1413,410,4.602439024390244,6,0,0,0.0,32.0,0.0,232.6,-0.9915,0.02,0.85,0.13,0.0021413276231263384
1414,1066,4.677298311444654,46,0,0,0.0,98.0,3.0,337.3333333333333,-0.9906,0.098,0.769,0.133,0.0022992281162752507
1415,673,4.6760772659732535,13,0,0,1.0,75.0,0.0,385.7,-0.9957,0.066,0.785,0.149,0.0010346611484738748
1416,366,4.8169398907103815,18,0,0,0.0,36.0,3.0,269.375,-0.9777,0.062,0.803,0.135,0.006012950971322849
1417,829,4.020506634499396,28,3,0,27.0,79.0,2.0,104.65,0.9923,0.105,0.84,0.055,0.008284023668639054
1418,885,4.854237288135593,105,0,0,0.0,87.0,0.0,238.86363636363637,-0.6077,0.065,0.863,0.072,0.006066350710900474
1419,665,4.66015037593985,47,2,0,0.0,64.0,0.0,201.42105263157896,-0.9962,0.05,0.818,0.132,0.0015604681404421327
1420,1567,4.708359923420549,54,0,0,1.0,131.0,2.0,265.6764705882353,0.9905,0.077,0.873,0.05,0.003529671299360247
1421,541,4.558225508317929,41,0,0,0.0,53.0,0.0,234.15384615384616,0.583,0.054,0.903,0.043,0.003926701570680628
1422,831,4.7930204572803845,8,1,0,1.0,71.0,0.0,230.52380952380952,-0.9913,0.045,0.847,0.109,0.006377288623739971
1423,783,4.7496807151979565,23,0,0,1.0,60.0,1.0,228.75,0.2406,0.063,0.88,0.057,0.0043535045711798
1424,61,4.131147540983608,6,0,0,1.0,3.0,0.0,159.0,-0.7654,0.0,0.872,0.128,0.0
1425,384,5.161458333333333,8,0,0,0.0,41.0,0.0,598.25,-0.7999,0.075,0.834,0.091,0.0008347245409015025
1426,833,4.5222088835534215,4,0,0,1.0,75.0,1.0,273.4117647058824,0.9609,0.095,0.836,0.069,0.0027873070325900515
1427,147,4.571428571428571,36,0,0,0.0,18.0,0.0,839.0,-0.9661,0.0,0.875,0.125,0.0
1428,656,5.137195121951219,6,0,0,15.0,69.0,2.0,313.53846153846155,0.816,0.057,0.91,0.033,0.007338551859099804
1429,541,4.598890942698706,4,0,0,2.0,60.0,2.0,609.4,0.9848,0.125,0.821,0.054,0.0006555227794165847
1430,1638,4.663614163614164,69,0,0,0.0,154.0,7.0,335.75,-0.9887,0.076,0.827,0.096,0.002333474756045821
1431,1322,4.350983358547655,48,1,0,5.0,97.0,2.0,224.5625,-0.9936,0.046,0.872,0.082,0.0006928086462519052
1432,237,4.894514767932488,21,0,0,2.0,38.0,0.0,473.6666666666667,0.0644,0.059,0.887,0.054,0.0028109627547434997
1433,1014,4.758382642998027,53,0,0,10.0,93.0,3.0,245.08333333333334,0.9793,0.07,0.892,0.038,0.002540220152413209
1434,715,4.8,58,0,0,0.0,68.0,3.0,349.9166666666667,0.9934,0.116,0.84,0.044,0.0019002375296912114
1435,851,4.393654524089307,80,0,0,0.0,81.0,3.0,255.27777777777777,0.9952,0.099,0.874,0.026,0.004553339115351257
1436,1004,4.718127490039841,10,0,0,1.0,98.0,3.0,199.68965517241378,0.9567,0.12,0.775,0.105,0.0030938466827088347
1437,71,4.535211267605634,6,0,0,0.0,8.0,0.0,79.2,-0.7579,0.101,0.69,0.209,0.0075
1438,539,5.029684601113171,5,0,0,0.0,56.0,3.0,171.6315789473684,-0.9737,0.089,0.79,0.121,0.004269594388533089
1439,605,4.7107438016528915,27,0,0,1.0,72.0,0.0,269.3076923076923,0.9908,0.099,0.878,0.023,0.003985197836606889
1440,865,4.7826589595375735,18,0,0,0.0,86.0,1.0,389.2307692307692,-0.9484,0.053,0.861,0.086,0.0013801261829652998
1441,876,4.463470319634704,11,0,0,2.0,86.0,2.0,126.13157894736842,-0.9777,0.103,0.773,0.125,0.002691511387163561
