allCaps,adjectives,superlatives,class,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
2.0,34.0,1.0,1,219.88888888888889,-0.91,0.09,0.799,0.111,0.006039255158530448
1.0,12.0,0.0,1,185.5,0.4404,0.062,0.938,0.0,0.005376344086021506
2.0,21.0,0.0,1,142.25,0.128,0.05,0.904,0.047,0.01576182136602452
38.0,472.0,8.0,1,220.57142857142858,-0.9999,0.066,0.768,0.166,0.019460726846424383
6.0,57.0,1.0,1,176.06666666666666,0.9132,0.082,0.859,0.06,0.007532956685499058
12.0,116.0,0.0,1,152.89361702127658,0.9933,0.111,0.814,0.075,0.002627212389380531
3.0,14.0,0.0,1,62.5,-0.461,0.052,0.858,0.09,0.013806706114398421
1.0,52.0,1.0,1,201.58823529411765,-0.9646,0.061,0.844,0.094,0.0069706651176299735
0.0,2.0,0.0,1,90.0,-0.3818,0.0,0.852,0.148,0.011111111111111112
2.0,94.0,0.0,1,479.90909090909093,-0.9988,0.07,0.768,0.162,0.00548307808659482
0.0,4.0,0.0,1,133.5,-0.9163,0.0,0.73,0.27,0.007462686567164179
0.0,0.0,0.0,1,56.0,0.4215,0.259,0.741,0.0,0.017857142857142856
0.0,4.0,0.0,1,53.0,-0.2263,0.134,0.733,0.132,0.004651162790697674
0.0,11.0,0.0,1,74.33333333333333,-0.7506,0.09,0.776,0.134,0.005908419497784343
0.0,1.0,0.0,1,117.0,-0.3612,0.124,0.687,0.189,0.008547008547008548
1.0,1.0,0.0,1,59.0,0.0,0.0,1.0,0.0,0.03361344537815126
0.0,2.0,0.0,1,43.5,0.2023,0.276,0.57,0.154,0.0
0.0,1.0,0.0,1,14.666666666666666,0.5574,0.452,0.342,0.205,0.0
0.0,1.0,0.0,1,82.0,-0.0772,0.159,0.662,0.179,0.012195121951219513
0.0,0.0,0.0,1,15.0,-0.3182,0.0,0.465,0.535,0.0
0.0,3.0,0.0,1,116.5,-0.2598,0.0,0.905,0.095,0.01282051282051282
0.0,0.0,0.0,1,57.0,0.0,0.0,1.0,0.0,0.0
3.0,103.0,5.0,1,137.41304347826087,0.0669,0.111,0.79,0.098,0.0029846057178762172
0.0,3.0,0.0,1,46.333333333333336,0.7835,0.247,0.753,0.0,0.0070921985815602835
0.0,9.0,0.0,1,64.25,0.7167,0.162,0.794,0.044,0.023076923076923078
5.0,64.0,0.0,1,153.05555555555554,-0.4674,0.069,0.867,0.064,0.007575757575757576
0.0,2.0,0.0,1,110.5,0.7615,0.169,0.792,0.04,0.0045045045045045045
2.0,94.0,0.0,1,479.90909090909093,-0.9988,0.07,0.768,0.162,0.00548307808659482
23.0,48.0,0.0,1,301.875,0.968,0.113,0.836,0.051,0.016515276630883566
0.0,3.0,0.0,1,42.333333333333336,0.0,0.0,1.0,0.0,0.0
2.0,94.0,0.0,1,479.90909090909093,-0.9988,0.07,0.768,0.162,0.00548307808659482
0.0,5.0,0.0,1,188.0,0.6597,0.087,0.913,0.0,0.007957559681697613
0.0,94.0,6.0,1,134.25581395348837,-0.9954,0.095,0.77,0.135,0.0005159071367153912
26.0,112.0,2.0,1,482.42857142857144,-0.1695,0.11,0.768,0.122,0.007094295004433935
0.0,12.0,0.0,1,134.66666666666666,-0.5574,0.061,0.826,0.113,0.007389162561576354
2.0,94.0,0.0,1,479.90909090909093,-0.9988,0.07,0.768,0.162,0.00548307808659482
0.0,22.0,0.0,1,82.5,-0.5096,0.04,0.902,0.058,0.006993006993006993
0.0,163.0,13.0,1,91.78461538461538,0.9998,0.238,0.744,0.018,0.0013266998341625207
2.0,94.0,0.0,1,479.90909090909093,-0.9988,0.07,0.768,0.162,0.00548307808659482
4.0,40.0,1.0,1,96.96296296296296,0.9915,0.122,0.847,0.031,0.006393380970289583
5.0,39.0,0.0,1,247.2,0.7336,0.096,0.817,0.087,0.007633587786259542
4.0,22.0,1.0,1,158.125,-0.9455,0.039,0.843,0.118,0.009419152276295133
9.0,34.0,4.0,1,61.0,0.9476,0.132,0.777,0.091,0.0072501294665976174
15.0,41.0,0.0,1,142.6153846153846,-0.9823,0.052,0.871,0.077,0.002673082063619353
10.0,81.0,1.0,1,139.61764705882354,-0.9917,0.055,0.833,0.112,0.004174493842621582
7.0,44.0,2.0,1,178.8,-0.8056,0.071,0.85,0.08,0.010830324909747292
9.0,79.0,0.0,1,147.72413793103448,0.9346,0.107,0.813,0.079,0.004398148148148148
2.0,57.0,0.0,1,137.8,-0.3082,0.119,0.755,0.126,0.001079136690647482
3.0,25.0,0.0,1,91.77777777777777,-0.9168,0.053,0.848,0.099,0.004776119402985075
7.0,70.0,1.0,1,240.5,0.9729,0.093,0.857,0.05,0.00885216878135143
0.0,40.0,1.0,1,276.1111111111111,-0.6224,0.071,0.854,0.075,0.0012009607686148918
14.0,65.0,2.0,1,246.0,0.9862,0.133,0.797,0.07,0.0027993779160186624
3.0,45.0,0.0,1,180.42857142857142,-0.2926,0.109,0.792,0.099,0.003929273084479371
3.0,157.0,8.0,1,205.63333333333333,-0.4052,0.097,0.803,0.1,0.0009671179883945841
3.0,157.0,8.0,1,205.63333333333333,-0.4052,0.097,0.803,0.1,0.0009671179883945841
1.0,91.0,1.0,1,132.14705882352942,0.9943,0.137,0.784,0.079,0.0024255788313120178
1.0,91.0,1.0,1,132.14705882352942,0.9943,0.137,0.784,0.079,0.0024255788313120178
1.0,67.0,0.0,1,122.67857142857143,-0.898,0.076,0.831,0.094,0.006352873231302339
1.0,67.0,0.0,1,122.67857142857143,-0.898,0.076,0.831,0.094,0.006352873231302339
9.0,82.0,1.0,1,152.17857142857142,-0.9922,0.071,0.807,0.121,0.001630561378989052
9.0,107.0,1.0,1,115.61111111111111,-0.9927,0.129,0.706,0.165,0.002696272799365583
3.0,100.0,1.0,1,171.86666666666667,-0.9895,0.106,0.753,0.141,0.005588745423010214
3.0,235.0,3.0,1,121.27551020408163,-0.9995,0.064,0.798,0.138,0.004084014002333722
30.0,72.0,1.0,1,110.11320754716981,-0.9993,0.09,0.713,0.197,0.003051881993896236
0.0,179.0,7.0,1,146.48275862068965,-0.8416,0.092,0.811,0.097,0.003849294296045725
0.0,128.0,2.0,1,220.27272727272728,-0.9959,0.032,0.868,0.1,0.002870617182694279
4.0,209.0,1.0,1,257.65625,-0.9985,0.054,0.829,0.116,0.006755126658624849
9.0,82.0,1.0,1,152.17857142857142,-0.9922,0.071,0.807,0.121,0.001630561378989052
9.0,107.0,1.0,1,115.61111111111111,-0.9927,0.129,0.706,0.165,0.002696272799365583
3.0,100.0,1.0,1,171.86666666666667,-0.9895,0.106,0.753,0.141,0.005588745423010214
3.0,235.0,3.0,1,121.27551020408163,-0.9995,0.064,0.798,0.138,0.004084014002333722
30.0,72.0,1.0,1,110.11320754716981,-0.9993,0.09,0.713,0.197,0.003051881993896236
0.0,179.0,7.0,1,146.48275862068965,-0.8416,0.092,0.811,0.097,0.003849294296045725
0.0,128.0,2.0,1,220.27272727272728,-0.9959,0.032,0.868,0.1,0.002870617182694279
4.0,209.0,1.0,1,257.65625,-0.9985,0.054,0.829,0.116,0.006755126658624849
5.0,171.0,3.0,1,194.86666666666667,0.998,0.137,0.791,0.072,0.004420265215912955
5.0,171.0,3.0,1,194.86666666666667,0.998,0.137,0.791,0.072,0.004420265215912955
3.0,68.0,0.0,1,240.8125,-0.649,0.058,0.886,0.055,0.004653567735263702
3.0,68.0,0.0,1,240.8125,-0.649,0.058,0.886,0.055,0.004653567735263702
7.0,153.0,2.0,1,125.03125,-0.9996,0.056,0.777,0.167,0.0008668730650154799
4.0,174.0,6.0,1,134.05797101449275,0.9996,0.18,0.739,0.081,0.0022498392971930575
36.0,404.0,4.0,1,231.94117647058823,0.975,0.105,0.802,0.093,0.0025869140008833364
8.0,134.0,2.0,1,134.88888888888889,-0.9972,0.078,0.785,0.137,0.005548302872062663
1.0,90.0,0.0,1,136.47058823529412,0.9972,0.146,0.795,0.059,0.002773629187113292
10.0,405.0,10.0,1,149.91338582677164,-0.8879,0.115,0.777,0.108,0.004895833333333334
23.0,335.0,4.0,1,152.24778761061947,-0.0082,0.076,0.846,0.078,0.00744116289801569
4.0,144.0,1.0,1,91.95,-0.9955,0.126,0.716,0.158,0.005908419497784343
4.0,144.0,1.0,1,91.95,-0.9955,0.126,0.716,0.158,0.005908419497784343
7.0,153.0,2.0,1,125.03125,-0.9996,0.056,0.777,0.167,0.0008668730650154799
4.0,174.0,6.0,1,134.05797101449275,0.9996,0.18,0.739,0.081,0.0022498392971930575
36.0,404.0,4.0,1,231.94117647058823,0.975,0.105,0.802,0.093,0.0025869140008833364
8.0,134.0,2.0,1,134.88888888888889,-0.9972,0.078,0.785,0.137,0.005548302872062663
1.0,90.0,0.0,1,136.47058823529412,0.9972,0.146,0.795,0.059,0.002773629187113292
10.0,405.0,10.0,1,149.91338582677164,-0.8879,0.115,0.777,0.108,0.004895833333333334
23.0,335.0,4.0,1,152.24778761061947,-0.0082,0.076,0.846,0.078,0.00744116289801569
0.0,116.0,1.0,1,137.05555555555554,0.9366,0.118,0.783,0.1,0.005823293172690763
5.0,189.0,3.0,1,197.1904761904762,-0.9762,0.124,0.745,0.131,0.003598848368522073
0.0,116.0,1.0,1,137.05555555555554,0.9366,0.118,0.783,0.1,0.005823293172690763
5.0,188.0,3.0,1,197.26190476190476,-0.9762,0.124,0.745,0.131,0.003597553663508814
3.0,82.0,2.0,1,145.47826086956522,-0.575,0.065,0.868,0.067,0.0086104513064133
3.0,39.0,1.0,1,179.27272727272728,-0.9605,0.078,0.787,0.135,0.005547150781643974
3.0,41.0,1.0,1,180.0909090909091,-0.955,0.082,0.784,0.134,0.005522088353413655
1.0,86.0,0.0,1,114.98039215686275,0.9989,0.193,0.717,0.09,0.005065856129685917
1.0,85.0,0.0,1,114.98039215686275,0.9989,0.193,0.717,0.09,0.005066711704104036
7.0,82.0,1.0,1,139.09677419354838,-0.9971,0.098,0.739,0.162,0.00644122383252818
6.0,137.0,1.0,1,193.8780487804878,-0.9993,0.086,0.748,0.166,0.0023755938984746186
4.0,141.0,4.0,1,117.6,-0.2771,0.085,0.835,0.08,0.001295840352468576
11.0,392.0,3.0,1,182.66666666666666,-0.9997,0.105,0.738,0.157,0.006835836354220611
6.0,233.0,3.0,1,111.070796460177,0.9994,0.165,0.736,0.099,0.002050149818640593
13.0,151.0,3.0,1,146.2622950819672,0.91,0.064,0.884,0.052,0.004110654371736474
26.0,465.0,7.0,1,209.984,0.9963,0.092,0.832,0.077,0.0036010765323528297
7.0,82.0,1.0,1,139.09677419354838,-0.9971,0.098,0.739,0.162,0.00644122383252818
6.0,137.0,1.0,1,193.8780487804878,-0.9993,0.086,0.748,0.166,0.0023755938984746186
4.0,141.0,4.0,1,117.6,-0.2771,0.085,0.835,0.08,0.001295840352468576
11.0,392.0,3.0,1,182.66666666666666,-0.9997,0.105,0.738,0.157,0.006835836354220611
6.0,233.0,3.0,1,111.070796460177,0.9994,0.165,0.736,0.099,0.002050149818640593
13.0,151.0,3.0,1,146.2622950819672,0.91,0.064,0.884,0.052,0.004110654371736474
26.0,465.0,7.0,1,209.984,0.9963,0.092,0.832,0.077,0.0036010765323528297
3.0,80.0,2.0,1,145.52173913043478,-0.4804,0.066,0.87,0.064,0.008607895517957851
8.0,221.0,4.0,1,188.83018867924528,-0.999,0.053,0.825,0.122,0.003871351995235259
8.0,225.0,4.0,1,187.59259259259258,-0.999,0.052,0.827,0.12,0.0038246543100912034
1.0,81.0,1.0,1,153.14285714285714,0.9812,0.113,0.821,0.067,0.0032377428307123032
3.0,75.0,3.0,1,186.47368421052633,-0.993,0.099,0.75,0.151,0.005895564289724873
3.0,75.0,3.0,1,186.47368421052633,-0.993,0.099,0.75,0.151,0.005895564289724873
1.0,81.0,1.0,1,153.96428571428572,0.9812,0.112,0.821,0.067,0.003222094361334868
3.0,128.0,1.0,1,106.53571428571429,-0.9986,0.106,0.716,0.178,0.004642679489305256
1.0,125.0,2.0,1,136.42857142857142,-0.9952,0.125,0.715,0.16,0.005044510385756677
0.0,513.0,15.0,1,150.42222222222222,0.8285,0.12,0.768,0.112,0.002381126822477837
21.0,582.0,4.0,1,180.33783783783784,-0.9981,0.101,0.781,0.118,0.0034250400208480697
19.0,279.0,4.0,1,137.6851851851852,-0.9999,0.065,0.743,0.192,0.0031978680879413725
2.0,143.0,0.0,1,169.42857142857142,-0.9952,0.091,0.784,0.125,0.005299121461441919
3.0,157.0,0.0,1,143.91666666666666,0.9755,0.105,0.823,0.072,0.0031536697247706424
23.0,546.0,5.0,1,194.6549295774648,-0.9896,0.086,0.826,0.088,0.004456744420084103
3.0,128.0,1.0,1,106.53571428571429,-0.9986,0.106,0.716,0.178,0.004642679489305256
1.0,125.0,2.0,1,136.42857142857142,-0.9952,0.125,0.715,0.16,0.005044510385756677
0.0,513.0,15.0,1,150.42222222222222,0.8285,0.12,0.768,0.112,0.002381126822477837
21.0,582.0,4.0,1,180.33783783783784,-0.9981,0.101,0.781,0.118,0.0034250400208480697
19.0,279.0,4.0,1,137.6851851851852,-0.9999,0.065,0.743,0.192,0.0031978680879413725
6.0,140.0,2.0,1,100.88571428571429,-0.3568,0.077,0.851,0.072,0.002379619260918253
2.0,143.0,0.0,1,169.42857142857142,-0.9952,0.091,0.784,0.125,0.005299121461441919
3.0,157.0,0.0,1,143.91666666666666,0.9755,0.105,0.823,0.072,0.0031536697247706424
23.0,546.0,5.0,1,194.6549295774648,-0.9896,0.086,0.826,0.088,0.004456744420084103
3.0,151.0,4.0,1,195.36111111111111,-0.9985,0.084,0.76,0.156,0.00395536092668456
1.0,104.0,2.0,1,141.9375,0.9582,0.086,0.853,0.061,0.005021834061135371
3.0,151.0,4.0,1,195.36111111111111,-0.9985,0.084,0.76,0.156,0.00395536092668456
1.0,104.0,2.0,1,137.93939393939394,0.9582,0.086,0.853,0.06,0.005009801786103245
6.0,140.0,2.0,1,100.88571428571429,-0.3568,0.077,0.851,0.072,0.002379619260918253
5.0,275.0,8.0,1,144.14893617021278,-0.9746,0.118,0.761,0.121,0.0013171374213376262
5.0,79.0,0.0,1,160.3913043478261,-0.9927,0.059,0.825,0.115,0.004032258064516129
8.0,93.0,4.0,1,198.33333333333334,0.9961,0.173,0.719,0.108,0.0012515644555694619
2.0,38.0,1.0,1,202.0,-0.9652,0.037,0.875,0.088,0.0012239902080783353
1.0,70.0,0.0,1,140.07142857142858,-0.9856,0.059,0.854,0.087,0.005384485949856975
1.0,58.0,2.0,1,157.04,0.9948,0.1,0.878,0.022,0.009595959595959595
17.0,128.0,0.0,1,181.58536585365854,-0.9987,0.057,0.806,0.137,0.009994669509594883
3.0,118.0,4.0,1,147.05263157894737,0.9893,0.112,0.824,0.064,0.004954875243319766
0.0,22.0,0.0,1,157.75,-0.9661,0.011,0.87,0.119,0.0007861635220125787
0.0,34.0,0.0,1,126.23529411764706,-0.98,0.062,0.789,0.148,0.0050621260929590425
7.0,46.0,2.0,1,134.6,-0.9934,0.035,0.796,0.169,0.018172888015717092
6.0,139.0,3.0,1,169.3921568627451,0.9914,0.086,0.86,0.054,0.010678608336203927
3.0,120.0,3.0,1,171.73469387755102,0.9925,0.079,0.878,0.043,0.007303569325008835
2.0,114.0,2.0,1,140.29268292682926,-0.9954,0.08,0.791,0.129,0.006717189114708922
0.0,56.0,1.0,1,172.07142857142858,0.9504,0.099,0.842,0.059,0.0053586150041220115
11.0,104.0,1.0,1,121.0,-0.9137,0.053,0.878,0.07,0.0019029495718363464
5.0,135.0,2.0,1,166.5,-0.9862,0.048,0.875,0.077,0.004218362282878412
9.0,181.0,1.0,1,137.96341463414635,0.9986,0.109,0.833,0.058,0.006664912742260809
15.0,70.0,0.0,1,226.6315789473684,-0.9201,0.085,0.819,0.096,0.005765682656826568
3.0,60.0,1.0,1,162.05,-0.9978,0.071,0.721,0.207,0.005521472392638037
6.0,34.0,0.0,1,154.0,-0.9802,0.039,0.796,0.164,0.002569043031470777
4.0,81.0,1.0,1,222.64705882352942,0.788,0.057,0.897,0.046,0.004726890756302521
6.0,66.0,3.0,1,150.21212121212122,0.6238,0.068,0.874,0.058,0.008183632734530938
6.0,153.0,0.0,1,154.67924528301887,-0.9936,0.074,0.823,0.103,0.0032628398791540785
4.0,86.0,1.0,1,172.92592592592592,0.6353,0.06,0.883,0.057,0.007432575918454024
12.0,23.0,1.0,1,212.42857142857142,0.5695,0.07,0.881,0.049,0.020093770931011386
0.0,85.0,3.0,1,151.34146341463415,0.5539,0.078,0.849,0.072,0.0036747084198753793
3.0,28.0,0.0,1,114.46153846153847,-0.7508,0.097,0.794,0.109,0.005972130059721301
0.0,24.0,0.0,1,103.36363636363636,0.9501,0.106,0.879,0.015,0.0034782608695652175
1.0,48.0,6.0,1,154.4,-0.9948,0.006,0.818,0.176,0.0017101325352714834
11.0,15.0,0.0,1,220.4,-0.8225,0.052,0.863,0.084,0.0
14.0,473.0,2.0,1,197.56,0.994,0.124,0.767,0.109,0.0014474107430041815
1.0,20.0,1.0,1,177.14285714285714,0.5902,0.095,0.836,0.069,0.006405124099279423
4.0,37.0,1.0,1,142.9,0.4767,0.031,0.951,0.018,0.002086230876216968
3.0,84.0,1.0,1,154.57142857142858,-0.8752,0.079,0.833,0.088,0.01121538109407187
2.0,28.0,0.0,1,321.0,0.836,0.067,0.897,0.036,0.0037197768133911966
5.0,52.0,0.0,1,336.8333333333333,0.1531,0.03,0.942,0.028,0.0014807502467917078
0.0,117.0,1.0,1,151.5,-0.9996,0.07,0.725,0.205,0.0042510982003684285
1.0,105.0,1.0,1,163.3235294117647,0.9826,0.068,0.905,0.027,0.005709188224799286
1.0,40.0,1.0,1,167.8181818181818,-0.1513,0.064,0.876,0.06,0.004296455424274973
4.0,82.0,0.0,1,84.6842105263158,0.9962,0.142,0.825,0.033,0.007656967840735069
5.0,39.0,0.0,1,208.33333333333334,-0.9865,0.048,0.812,0.14,0.0021164021164021165
0.0,98.0,7.0,1,199.1304347826087,-0.8689,0.058,0.869,0.073,0.00260134402774767
2.0,47.0,1.0,1,175.14285714285714,-0.8894,0.075,0.823,0.102,0.0012160518848804217
2.0,49.0,3.0,1,164.15384615384616,-0.6249,0.082,0.83,0.088,0.0023277467411545625
4.0,76.0,5.0,1,220.0952380952381,-0.9266,0.026,0.93,0.044,0.007311827956989247
1.0,66.0,1.0,1,220.16666666666666,-0.9482,0.06,0.852,0.088,0.00501378791677112
0.0,22.0,0.0,1,221.0,-0.9819,0.029,0.798,0.173,0.0022471910112359553
1.0,15.0,0.0,1,224.5,-0.34,0.0,0.988,0.012,0.0
1.0,72.0,2.0,1,149.62962962962962,0.374,0.091,0.822,0.087,0.010789602746444336
0.0,36.0,1.0,1,344.3333333333333,0.6597,0.059,0.896,0.045,0.0028929604628736743
9.0,454.0,11.0,1,129.5872093023256,-0.9994,0.094,0.781,0.126,0.003592814371257485
0.0,79.0,2.0,1,142.91304347826087,-0.9908,0.065,0.806,0.128,0.006022282445046673
6.0,83.0,0.0,1,144.3548387096774,-0.9986,0.069,0.75,0.181,0.005985369097761028
3.0,44.0,1.0,1,174.41176470588235,0.9131,0.083,0.864,0.053,0.011717442249748912
0.0,37.0,1.0,1,195.0,-0.7146,0.041,0.906,0.053,0.01293103448275862
12.0,277.0,4.0,1,151.08139534883722,-0.9972,0.101,0.778,0.121,0.004501754921410041
15.0,108.0,3.0,1,124.97297297297297,-0.9982,0.081,0.747,0.172,0.003639477627916934
1.0,55.0,0.0,1,151.55,-0.9877,0.045,0.845,0.11,0.005570117955439056
3.0,48.0,1.0,1,223.77777777777777,0.9679,0.139,0.799,0.062,0.000493339911198816
9.0,261.0,5.0,1,117.48387096774194,-0.9995,0.081,0.777,0.142,0.0033242876526458614
0.0,258.0,6.0,1,147.8804347826087,0.9988,0.103,0.839,0.058,0.003204894748342924
0.0,39.0,1.0,1,159.9090909090909,0.7849,0.068,0.898,0.034,0.010692177827799663
4.0,60.0,1.0,1,236.07692307692307,-0.5295,0.035,0.931,0.034,0.002917341977309562
6.0,79.0,3.0,1,131.92307692307693,-0.9569,0.085,0.805,0.11,0.005575850797923477
3.0,54.0,0.0,1,215.14285714285714,0.9872,0.119,0.844,0.037,0.007920792079207921
16.0,73.0,2.0,1,234.71428571428572,-0.9655,0.044,0.865,0.091,0.032717358376249624
2.0,11.0,0.0,1,106.33333333333333,-0.93,0.007,0.905,0.088,0.00463678516228748
0.0,51.0,4.0,1,192.2,-0.9967,0.051,0.753,0.197,0.0068846815834767644
5.0,187.0,1.0,1,158.8,0.9898,0.107,0.812,0.082,0.0028551034975017845
1.0,42.0,0.0,1,281.25,-0.1885,0.057,0.889,0.054,0.008399646330680813
0.0,68.0,2.0,1,132.60714285714286,-0.7515,0.052,0.882,0.065,0.003735325506937033
1.0,134.0,0.0,1,142.16326530612244,-0.9897,0.1,0.779,0.122,0.005125284738041002
3.0,141.0,0.0,1,205.390243902439,-0.9891,0.097,0.78,0.123,0.007309596793209149
3.0,77.0,0.0,1,154.28125,0.8231,0.099,0.807,0.094,0.004219409282700422
29.0,155.0,2.0,1,198.50877192982455,0.9992,0.1,0.867,0.034,0.006753793526883606
0.0,29.0,0.0,1,134.69230769230768,-0.9749,0.036,0.836,0.128,0.007348784624081402
2.0,48.0,0.0,1,145.94736842105263,-0.9531,0.083,0.805,0.112,0.006069260978222063
3.0,98.0,0.0,1,180.17241379310346,0.9637,0.061,0.907,0.032,0.00665019950598518
0.0,100.0,0.0,1,134.02631578947367,-0.9399,0.056,0.87,0.074,0.010475266731328807
33.0,232.0,3.0,1,177.85915492957747,-0.9996,0.076,0.769,0.155,0.005031842125953298
6.0,46.0,0.0,1,262.46153846153845,-0.8251,0.072,0.852,0.075,0.007569141193595342
22.0,179.0,1.0,1,138.69014084507043,0.9988,0.089,0.89,0.021,0.009949748743718593
0.0,40.0,1.0,1,123.3157894736842,-0.9144,0.054,0.839,0.107,0.008040626322471435
1.0,58.0,6.0,1,137.68,-0.9987,0.043,0.771,0.186,0.0020057306590257878
13.0,132.0,3.0,1,200.60526315789474,0.998,0.088,0.904,0.008,0.00899491591709034
9.0,174.0,6.0,1,171.69354838709677,0.9956,0.079,0.879,0.042,0.011271541686073592
7.0,50.0,2.0,1,139.35,0.992,0.123,0.872,0.005,0.008158921603405462
5.0,127.0,3.0,1,183.33333333333334,-0.9343,0.07,0.855,0.075,0.01069036579082947
4.0,44.0,0.0,1,244.6,-0.8519,0.045,0.895,0.06,0.005291005291005291
1.0,41.0,3.0,1,116.1304347826087,0.7199,0.055,0.902,0.043,0.008496490579977835
0.0,29.0,0.0,1,286.8,-0.9354,0.044,0.85,0.106,0.0062413314840499305
9.0,94.0,1.0,1,164.68965517241378,0.9938,0.099,0.857,0.044,0.009763190693809721
4.0,40.0,0.0,1,159.1578947368421,0.9892,0.109,0.857,0.035,0.0049148099606815205
1.0,80.0,2.0,1,185.23529411764707,-0.9972,0.065,0.748,0.187,0.005991800693787449
2.0,113.0,2.0,1,155.97727272727272,0.9908,0.114,0.809,0.077,0.0023121387283236996
2.0,69.0,2.0,1,240.7058823529412,0.9268,0.086,0.845,0.069,0.005825242718446602
6.0,165.0,4.0,1,118.75,0.9977,0.097,0.848,0.055,0.0011876484560570072
0.0,35.0,1.0,1,140.6,-0.9891,0.043,0.803,0.154,0.00046948356807511736
0.0,38.0,0.0,1,218.66666666666666,0.9371,0.094,0.874,0.031,0.0030303030303030303
3.0,39.0,0.0,1,122.44444444444444,0.965,0.073,0.911,0.016,0.004043126684636119
3.0,84.0,0.0,1,208.1818181818182,-0.9725,0.087,0.798,0.114,0.003691639522258415
0.0,0.0,0.0,1,18.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1,12.0,0.0,0.0,1.0,0.0,0.041666666666666664
0.0,1.0,0.0,1,14.0,-0.296,0.0,0.476,0.524,0.07142857142857142
0.0,1.0,0.0,1,55.0,-0.2755,0.0,0.768,0.232,0.01818181818181818
0.0,1.0,0.0,1,66.0,-0.4215,0.158,0.506,0.335,0.0
0.0,2.0,0.0,1,111.0,0.5106,0.193,0.807,0.0,0.0
0.0,0.0,0.0,1,61.0,-0.296,0.0,0.82,0.18,0.0
0.0,2.0,0.0,1,37.0,-0.2023,0.144,0.676,0.18,0.008849557522123894
0.0,1.0,0.0,1,163.0,0.7906,0.136,0.864,0.0,0.0030581039755351682
0.0,4.0,0.0,1,141.0,-0.296,0.099,0.78,0.122,0.01060070671378092
0.0,1.0,0.0,1,68.0,0.0,0.0,1.0,0.0,0.029197080291970802
0.0,12.0,0.0,1,147.2,-0.8094,0.087,0.783,0.131,0.0
0.0,8.0,0.0,1,177.0,-0.9055,0.023,0.822,0.155,0.00375234521575985
0.0,4.0,1.0,1,203.0,0.4404,0.077,0.892,0.031,0.0049261083743842365
12.0,31.0,0.0,1,85.64285714285714,-0.5409,0.084,0.817,0.099,0.019801980198019802
4.0,30.0,0.0,1,135.55555555555554,-0.3378,0.046,0.902,0.052,0.008921330089213302
0.0,4.0,0.0,1,43.5,0.4404,0.292,0.513,0.195,0.0
0.0,1.0,0.0,1,51.0,-0.9493,0.0,0.568,0.432,0.0064516129032258064
0.0,3.0,0.0,1,62.0,0.0,0.0,1.0,0.0,0.016
0.0,0.0,0.0,1,12.0,0.4926,0.761,0.239,0.0,0.0
0.0,1.0,0.0,1,46.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1,118.0,0.6126,0.212,0.73,0.058,0.0
0.0,8.0,0.0,1,86.0,0.078,0.075,0.868,0.057,0.002881844380403458
0.0,2.0,0.0,1,35.0,-0.7346,0.0,0.326,0.674,0.02857142857142857
1.0,0.0,0.0,1,42.5,0.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,1,77.0,0.0772,0.187,0.645,0.168,0.0
0.0,0.0,0.0,1,29.5,0.0,0.0,1.0,0.0,0.03333333333333333
0.0,1.0,0.0,1,54.5,-0.4805,0.059,0.813,0.128,0.00904977375565611
0.0,3.0,0.0,1,117.0,0.0258,0.082,0.84,0.078,0.017094017094017096
3.0,2.0,0.0,1,87.0,0.2537,0.134,0.753,0.113,0.022813688212927757
0.0,6.0,0.0,1,38.75,-0.9286,0.028,0.716,0.256,0.025236593059936908
1.0,7.0,0.0,1,71.6,-0.6705,0.169,0.608,0.224,0.0055248618784530384
0.0,3.0,0.0,1,100.0,-0.6386,0.0,0.828,0.172,0.004975124378109453
0.0,4.0,0.0,1,123.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,0.0,1,30.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1,81.0,0.765,0.432,0.568,0.0,0.0
5.0,29.0,0.0,1,261.6666666666667,-0.3407,0.068,0.859,0.073,0.007619047619047619
0.0,6.0,0.0,1,98.0,0.0972,0.13,0.763,0.107,0.010135135135135136
0.0,3.0,0.0,1,67.33333333333333,0.0,0.0,1.0,0.0,0.004901960784313725
0.0,1.0,0.0,1,57.0,-0.2023,0.093,0.784,0.123,0.008695652173913044
0.0,0.0,0.0,1,50.0,-0.296,0.0,0.804,0.196,0.0
0.0,1.0,0.0,1,66.0,0.4019,0.172,0.828,0.0,0.015151515151515152
0.0,1.0,0.0,1,58.0,0.3254,0.132,0.786,0.082,0.008547008547008548
1.0,8.0,0.0,1,59.4,-0.8432,0.055,0.743,0.202,0.009966777408637873
0.0,11.0,0.0,1,73.4,-0.1779,0.077,0.82,0.103,0.0026954177897574125
0.0,10.0,1.0,1,93.0,0.7096,0.126,0.834,0.04,0.0042643923240938165
0.0,9.0,0.0,1,96.14285714285714,-0.8674,0.064,0.782,0.154,0.0029455081001472753
0.0,0.0,0.0,1,74.0,0.0,0.0,1.0,0.0,0.013513513513513514
0.0,0.0,0.0,1,19.0,0.4404,0.592,0.408,0.0,0.0
