Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,allCaps,adjectives,superlatives,class,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
971,4.596292481977343,38,0,2.0,127.0,4.0,1,143.28947368421052,0.1816,0.103,0.791,0.105,0.0027287611424413314
988,4.9605263157894735,59,0,2.0,130.0,2.0,1,131.9111111111111,0.9936,0.131,0.782,0.087,0.0038371705038371703
236,3.8347457627118646,20,1,0.0,24.0,1.0,1,127.11111111111111,0.9634,0.133,0.818,0.049,0.006932409012131715
2689,4.6377835626627,175,5,22.0,314.0,7.0,1,140.6818181818182,0.9973,0.088,0.853,0.06,0.008458827298942647
1089,5.1910009182736445,30,0,5.0,148.0,2.0,1,158.30232558139534,0.9971,0.127,0.816,0.056,0.0018953200174952618
638,4.6802507836990594,37,0,9.0,61.0,2.0,1,118.2258064516129,0.9897,0.108,0.865,0.027,0.01108108108108108
1772,4.821670428893905,13,0,18.0,184.0,2.0,1,105.42857142857143,0.9996,0.17,0.747,0.083,0.0038255547054322878
376,4.457446808510638,4,0,0.0,31.0,1.0,1,171.5,-0.8873,0.035,0.905,0.06,0.005306319343945972
2248,4.7237544483985765,80,0,12.0,279.0,4.0,1,149.58620689655172,-0.997,0.101,0.778,0.12,0.004570732078921307
295,4.5864406779661016,14,2,0.0,23.0,0.0,1,87.0,-0.9362,0.025,0.895,0.08,0.010137149672033392
1443,4.384615384615385,146,7,3.0,150.0,4.0,1,108.58904109589041,0.975,0.065,0.888,0.047,0.004739336492890996
1469,4.411844792375766,27,5,7.0,150.0,5.0,1,95.47619047619048,0.9574,0.102,0.823,0.076,0.0032086881401949896
2232,4.619623655913978,102,0,0.0,197.0,5.0,1,168.74666666666667,0.9988,0.106,0.834,0.06,0.01145727065840069
326,4.822085889570552,6,0,3.0,42.0,1.0,1,138.71428571428572,0.5055,0.091,0.837,0.072,0.01787538304392237
1943,4.921770458054555,4,1,7.0,199.0,3.0,1,181.390625,-0.9879,0.069,0.849,0.082,0.006413545407901488
599,4.375626043405677,11,0,1.0,62.0,0.0,1,140.69565217391303,0.9189,0.1,0.819,0.081,0.004589963280293758
1661,4.6339554485249845,88,5,6.0,196.0,6.0,1,131.93055555555554,0.9982,0.12,0.816,0.064,0.004173187271778821
1935,4.547803617571059,139,10,13.0,251.0,4.0,1,94.97391304347826,-0.9618,0.097,0.801,0.102,0.007508594174054641
2860,4.941958041958042,18,0,25.0,334.0,16.0,1,152.26785714285714,-0.9985,0.064,0.836,0.1,0.005526468877254218
137,3.9343065693430663,20,2,0.0,15.0,1.0,1,84.875,0.9591,0.169,0.802,0.029,0.00436046511627907
2174,4.1025758969641215,26,10,4.0,214.0,5.0,1,80.28985507246377,-0.9973,0.083,0.803,0.115,0.007132031737541232
513,4.701754385964914,19,0,0.0,48.0,0.0,1,156.05263157894737,-0.6114,0.059,0.88,0.061,0.004349280695884911
968,4.5857438016528915,48,0,2.0,88.0,5.0,1,119.78260869565217,-0.985,0.094,0.788,0.118,0.009525521207764199
4339,4.666743489283245,193,10,52.0,496.0,10.0,1,146.91176470588235,0.9995,0.102,0.831,0.067,0.007069944790880566
1204,4.943521594684387,28,0,1.0,135.0,2.0,1,190.1578947368421,0.987,0.099,0.823,0.078,0.004262340162243916
1891,4.433632998413539,18,4,0.0,193.0,0.0,1,119.5,0.9978,0.133,0.775,0.092,0.006079907353792704
1167,5.005998286203941,41,0,13.0,135.0,0.0,1,181.02564102564102,-0.2382,0.096,0.819,0.086,0.0030894537284089315
112,4.473214285714286,4,0,0.0,9.0,0.0,1,123.6,0.8044,0.123,0.815,0.062,0.001607717041800643
2050,4.324390243902439,18,0,22.0,204.0,7.0,1,111.07142857142857,-0.9954,0.083,0.811,0.106,0.009452826758771132
2128,4.805921052631579,38,0,7.0,221.0,6.0,1,163.8684210526316,0.9992,0.137,0.794,0.069,0.003265371137304874
4894,4.657131181038006,216,12,49.0,552.0,10.0,1,143.81025641025641,0.9972,0.104,0.81,0.086,0.00484681242482134
1091,5.259395050412466,27,0,4.0,159.0,2.0,1,160.1627906976744,0.9857,0.112,0.808,0.08,0.0030255006483215674
1941,4.362184441009789,33,2,0.0,198.0,1.0,1,91.21929824561404,-0.8251,0.113,0.773,0.114,0.0045662100456621
1076,4.82899628252788,90,0,5.0,126.0,5.0,1,127.52,-0.8194,0.071,0.844,0.084,0.0040360136603539275
133,4.699248120300752,8,0,0.0,14.0,2.0,1,152.4,0.4335,0.085,0.836,0.079,0.005215123859191656
1579,5.0557314756174785,33,0,15.0,171.0,3.0,1,189.49019607843138,0.9979,0.099,0.861,0.04,0.004415691107003491
1941,4.362184441009789,33,2,0.0,198.0,1.0,1,91.21929824561404,-0.8251,0.113,0.773,0.114,0.0045662100456621
3670,4.620708446866486,202,6,30.0,433.0,3.0,1,149.85714285714286,0.9983,0.104,0.816,0.08,0.006148607104006054
2814,4.6471215351812365,82,1,7.0,326.0,8.0,1,187.25581395348837,-0.9975,0.082,0.812,0.107,0.001603651390859187
2469,3.8797083839611184,12,10,1.0,214.0,2.0,1,102.46153846153847,0.9902,0.136,0.744,0.12,0.006361533377395902
1451,4.615437629221226,64,0,8.0,169.0,5.0,1,132.96774193548387,0.995,0.088,0.867,0.045,0.00792221822110191
4478,4.662572577043323,266,10,34.0,554.0,10.0,1,140.43478260869566,0.9969,0.1,0.817,0.083,0.006831439975437519
107,4.186915887850467,7,0,0.0,12.0,0.0,1,69.125,-0.296,0.084,0.821,0.095,0.008896797153024912
942,5.238853503184713,73,0,2.0,131.0,3.0,1,146.0731707317073,-0.1284,0.097,0.802,0.101,0.0011591323066732903
1100,5.413636363636364,74,0,0.0,141.0,1.0,1,127.53571428571429,0.9979,0.156,0.787,0.056,0.004714364947310039
75,4.666666666666667,50,0,5.0,4.0,0.0,1,229.0,0.8126,0.097,0.903,0.0,0.017429193899782137
393,4.4910941475826975,14,1,2.0,36.0,1.0,1,98.86363636363636,0.7106,0.082,0.849,0.069,0.007720254314259764
790,4.511392405063291,58,0,0.0,66.0,2.0,1,161.22222222222223,0.9231,0.068,0.886,0.046,0.002734107997265892
243,4.275720164609053,0,0,1.0,22.0,1.0,1,117.0,0.8849,0.089,0.851,0.06,0.006153846153846154
2438,4.860541427399507,95,0,8.0,239.0,5.0,1,173.09638554216866,0.9996,0.115,0.847,0.038,0.005734024179620035
2991,4.928786359077232,76,0,30.0,462.0,5.0,1,201.68539325842696,-0.9999,0.054,0.789,0.157,0.0017716753404938546
3037,4.219295357260455,48,0,26.0,290.0,8.0,1,83.51322751322752,-0.9977,0.111,0.763,0.126,0.008496813694864425
1305,4.809195402298852,20,1,0.0,154.0,5.0,1,159.20833333333334,0.9213,0.071,0.868,0.062,0.004674110620618021
1865,4.699195710455764,14,2,1.0,191.0,1.0,1,114.07446808510639,0.9712,0.162,0.693,0.145,0.0035133136094674558
70,5.185714285714286,4,0,0.0,5.0,0.0,1,143.0,-0.9337,0.0,0.78,0.22,0.011574074074074073
1865,4.699195710455764,14,2,1.0,191.0,1.0,1,114.07446808510639,0.9712,0.162,0.693,0.145,0.0035133136094674558
1970,4.8538071065989845,24,1,7.0,216.0,6.0,1,141.64634146341464,-0.9975,0.098,0.777,0.125,0.005460750853242321
4145,4.765983112183354,199,12,20.0,545.0,7.0,1,138.54545454545453,-0.9503,0.114,0.77,0.116,0.005283693708340107
2334,5.026135389888604,66,0,7.0,278.0,1.0,1,146.27835051546393,0.9998,0.169,0.758,0.073,0.001677617782748497
80,4.5125,9,0,0.0,11.0,0.0,1,73.66666666666667,0.8442,0.133,0.867,0.0,0.0
2401,4.709704289879217,9,0,3.0,248.0,3.0,1,127.78703703703704,-0.9997,0.113,0.703,0.184,0.003523152142651711
1314,4.684170471841704,13,0,0.0,134.0,4.0,1,127.54237288135593,-0.6142,0.142,0.716,0.142,0.001975763962065332
1625,4.6203076923076924,46,0,2.0,154.0,3.0,1,143.6875,-0.9919,0.072,0.829,0.099,0.0030240846743708823
271,4.376383763837638,4,2,0.0,27.0,1.0,1,121.91666666666667,0.9902,0.192,0.776,0.033,0.007442489851150203
2170,4.717972350230415,195,8,16.0,260.0,6.0,1,137.6195652173913,0.996,0.099,0.827,0.073,0.005795739348370927
334,4.005988023952096,50,0,3.0,32.0,6.0,1,113.33333333333333,0.9392,0.06,0.932,0.008,0.0034924330616996507
1685,4.536498516320475,26,0,12.0,209.0,4.0,1,134.72857142857143,0.9988,0.13,0.802,0.068,0.004831425270454784
847,4.905548996458087,14,0,3.0,86.0,1.0,1,157.09375,-0.9927,0.096,0.766,0.138,0.0023692003948667323
990,4.588888888888889,7,0,3.0,96.0,4.0,1,150.8108108108108,0.5788,0.089,0.82,0.091,0.0033759772565742714
186,4.564516129032258,8,0,1.0,21.0,0.0,1,115.11111111111111,0.8402,0.06,0.931,0.009,0.008604206500956023
1779,5.098369870713884,54,0,4.0,208.0,3.0,1,189.74137931034483,-0.9691,0.068,0.856,0.076,0.0061432830427319545
2674,4.599850411368736,143,9,12.0,282.0,9.0,1,151.79,0.9952,0.098,0.824,0.078,0.0045748643879485
563,5.314387211367674,16,0,0.0,70.0,0.0,1,171.04761904761904,0.4404,0.068,0.872,0.06,0.0024875621890547263
280,4.592857142857143,6,0,0.0,27.0,1.0,1,143.0,0.967,0.153,0.769,0.079,0.0025220680958385876
319,4.583072100313481,2,4,2.0,38.0,0.0,1,111.625,-0.9871,0.064,0.768,0.168,0.011086474501108648
61,4.311475409836065,25,0,1.0,6.0,0.0,1,176.5,0.5563,0.111,0.849,0.04,0.01694915254237288
4585,4.505997818974918,184,7,27.0,504.0,7.0,1,126.58415841584159,0.9995,0.106,0.824,0.07,0.005893985807902594
1940,4.8051546391752575,133,0,2.0,231.0,12.0,1,144.49367088607596,-0.8114,0.072,0.86,0.068,0.004603091888136182
1940,4.8051546391752575,133,0,2.0,232.0,12.0,1,144.49367088607596,-0.8114,0.072,0.86,0.068,0.004603091888136182
646,4.6671826625387,150,0,8.0,67.0,2.0,1,170.0,-0.9856,0.021,0.886,0.093,0.0023885350318471337
811,4.741060419235511,20,0,6.0,67.0,1.0,1,150.8709677419355,0.9818,0.114,0.808,0.078,0.0027577428935086977
770,4.587012987012987,36,1,4.0,82.0,0.0,1,108.975,0.9713,0.123,0.779,0.099,0.00839382940108893
1693,4.683402244536326,377,0,13.0,228.0,1.0,1,125.15189873417721,0.8986,0.085,0.851,0.064,0.012115750475618303
2921,4.703868538171858,107,16,10.0,338.0,9.0,1,119.22535211267606,0.9997,0.131,0.803,0.066,0.006316528248918002
1023,4.635386119257087,27,0,2.0,124.0,1.0,1,141.1219512195122,0.4675,0.088,0.828,0.085,0.0051387461459403904
669,4.732436472346786,2,0,2.0,63.0,1.0,1,154.56,0.9949,0.133,0.825,0.042,0.0030808729139922978
230,4.330434782608696,6,0,0.0,21.0,0.0,1,137.55555555555554,-0.9044,0.033,0.893,0.074,0.004006410256410256
1646,5.586269744835966,119,0,2.0,217.0,2.0,1,166.83333333333334,0.9996,0.144,0.813,0.043,0.005049138941484086
286,4.2622377622377625,1,0,2.0,38.0,2.0,1,116.23076923076923,-0.9007,0.069,0.834,0.098,0.005901639344262295
3123,4.896894012167787,68,0,0.0,410.0,10.0,1,123.78,0.9976,0.125,0.773,0.102,0.003201365916124213
1927,4.734302023871303,50,0,1.0,205.0,2.0,1,154.05555555555554,-0.469,0.094,0.808,0.098,0.002773552831707972
32,5.03125,0,0,0.0,8.0,0.0,1,197.0,0.1406,0.052,0.948,0.0,0.015151515151515152
29,5.413793103448277,2,0,1.0,5.0,1.0,1,190.0,0.0,0.0,1.0,0.0,0.0
438,4.6575342465753415,19,1,0.0,53.0,2.0,1,125.6,0.9959,0.159,0.819,0.022,0.0031496062992125984
32,5.09375,4,0,1.0,1.0,0.0,1,100.0,0.0,0.0,1.0,0.0,0.009900990099009901
33,4.909090909090909,0,0,1.0,7.0,0.0,1,99.0,0.3262,0.123,0.817,0.06,0.01
35,4.542857142857144,0,0,0.0,2.0,0.0,1,99.5,0.3182,0.093,0.907,0.0,0.004975124378109453
35,4.371428571428571,2,0,1.0,5.0,0.0,1,197.0,-0.1531,0.0,0.951,0.049,0.010101010101010102
35,4.342857142857143,1,0,0.0,8.0,0.0,1,94.0,0.7184,0.171,0.829,0.0,0.005263157894736842
30,5.566666666666666,0,0,0.0,3.0,0.0,1,201.0,0.0,0.0,1.0,0.0,0.0049504950495049506
34,4.5588235294117645,0,0,0.0,2.0,0.0,1,49.25,0.2263,0.056,0.944,0.0,0.0
32,5.0625,0,0,0.0,6.0,0.0,1,196.0,0.0,0.0,1.0,0.0,0.005076142131979695
32,5.0625,2,0,0.0,8.0,0.0,1,197.0,-0.5267,0.032,0.867,0.101,0.005050505050505051
34,4.764705882352942,7,0,0.0,5.0,0.0,1,202.0,-0.296,0.0,0.936,0.064,0.014778325123152709
30,5.566666666666666,0,0,0.0,3.0,0.0,1,201.0,-0.4215,0.0,0.881,0.119,0.0
34,4.441176470588236,0,0,0.0,4.0,0.0,1,93.0,0.3182,0.099,0.901,0.0,0.015957446808510637
30,5.4,3,0,0.0,4.0,0.0,1,195.0,0.0258,0.039,0.961,0.0,0.01020408163265306
35,4.457142857142856,0,0,0.0,6.0,1.0,1,98.5,0.0,0.0,1.0,0.0,0.01507537688442211
35,4.485714285714286,0,0,0.0,6.0,0.0,1,97.5,0.296,0.096,0.904,0.0,0.01015228426395939
29,5.655172413793102,0,0,0.0,2.0,0.0,1,98.0,0.128,0.107,0.803,0.09,0.010101010101010102
32,4.96875,0,0,0.0,3.0,0.0,1,195.0,-0.6705,0.072,0.742,0.187,0.00510204081632653
26,6.4230769230769225,0,0,0.0,3.0,0.0,1,198.0,-0.2263,0.06,0.813,0.127,0.005025125628140704
26,6.038461538461537,0,0,0.0,4.0,0.0,1,93.5,0.0,0.0,1.0,0.0,0.0
29,5.793103448275862,0,0,0.0,5.0,0.0,1,100.0,0.6801,0.191,0.752,0.058,0.0049504950495049506
36,4.305555555555555,0,0,0.0,6.0,0.0,1,96.5,0.0772,0.039,0.961,0.0,0.0
33,4.818181818181818,0,0,0.0,4.0,0.0,1,193.0,-0.7902,0.0,0.8,0.2,0.010309278350515464
33,4.696969696969697,2,0,0.0,4.0,1.0,1,195.0,0.4019,0.085,0.915,0.0,0.00510204081632653
30,5.366666666666666,0,0,1.0,8.0,0.0,1,98.5,0.802,0.247,0.753,0.0,0.005025125628140704
29,5.758620689655173,0,0,0.0,8.0,0.0,1,100.5,0.0,0.0,1.0,0.0,0.014778325123152709
30,5.3,2,0,0.0,2.0,0.0,1,98.0,0.0,0.0,1.0,0.0,0.010101010101010102
32,4.9375,0,0,0.0,4.0,0.0,1,96.5,0.6808,0.235,0.71,0.055,0.0
37,3.72972972972973,0,0,0.0,3.0,0.0,1,85.0,0.5859,0.119,0.881,0.0,0.005813953488372093
36,4.416666666666667,0,0,0.0,4.0,1.0,1,99.5,0.8201,0.182,0.818,0.0,0.004975124378109453
34,4.676470588235294,0,0,0.0,6.0,0.0,1,100.0,-0.2263,0.044,0.886,0.069,0.0049504950495049506
32,5.0,0,0,0.0,5.0,0.0,1,99.0,0.4767,0.094,0.906,0.0,0.005
32,5.15625,0,0,0.0,5.0,0.0,1,200.0,0.4767,0.091,0.909,0.0,0.004975124378109453
32,5.03125,0,0,0.0,3.0,1.0,1,196.0,-0.34,0.0,0.915,0.085,0.0
31,5.193548387096773,4,0,0.0,4.0,0.0,1,199.0,-0.4588,0.0,0.906,0.094,0.005
39,3.897435897435898,4,0,0.0,5.0,0.0,1,93.5,-0.4767,0.0,0.906,0.094,0.005291005291005291
40,3.95,0,0,0.0,5.0,0.0,1,200.0,0.0,0.0,1.0,0.0,0.014925373134328358
35,4.571428571428571,12,0,1.0,5.0,0.0,1,100.0,-0.296,0.072,0.798,0.13,0.009900990099009901
34,4.852941176470588,2,0,0.0,8.0,0.0,1,202.0,0.0,0.0,1.0,0.0,0.009852216748768473
34,4.735294117647058,0,0,0.0,7.0,0.0,1,198.0,-0.1027,0.0,0.957,0.043,0.01507537688442211
39,3.8205128205128207,2,0,0.0,5.0,0.0,1,49.5,-0.4836,0.0,0.92,0.08,0.0
31,5.161290322580644,0,0,0.0,3.0,0.0,1,97.0,-0.5574,0.0,0.886,0.114,0.00510204081632653
32,5.0,0,0,0.0,4.0,0.0,1,97.5,-0.91,0.0,0.709,0.291,0.0
31,5.258064516129032,6,0,0.0,5.0,0.0,1,98.0,0.0,0.0,1.0,0.0,0.005050505050505051
31,5.096774193548387,0,0,2.0,9.0,1.0,1,99.5,0.0,0.0,1.0,0.0,0.01990049751243781
37,4.378378378378378,0,0,0.0,7.0,0.0,1,99.5,0.624,0.197,0.734,0.068,0.0
37,4.378378378378378,2,0,0.0,7.0,0.0,1,199.0,0.0772,0.082,0.845,0.073,0.0
35,4.342857142857143,0,0,0.0,2.0,0.0,1,94.0,-0.7906,0.066,0.711,0.224,0.015789473684210527
31,5.225806451612904,0,0,1.0,6.0,0.0,1,198.0,0.1531,0.052,0.948,0.0,0.005025125628140704
30,5.133333333333334,6,0,0.0,5.0,0.0,1,186.0,0.0,0.0,1.0,0.0,0.0053475935828877
35,4.457142857142856,0,0,0.0,6.0,1.0,1,95.5,0.3612,0.072,0.928,0.0,0.010362694300518135
38,4.368421052631579,0,0,0.0,5.0,0.0,1,100.0,0.5994,0.14,0.86,0.0,0.0049504950495049506
30,5.133333333333334,6,0,0.0,5.0,0.0,1,93.0,0.0,0.0,1.0,0.0,0.005319148936170213
36,4.25,0,0,0.0,1.0,0.0,1,96.5,0.8481,0.268,0.66,0.072,0.0
30,5.266666666666667,0,0,1.0,5.0,0.0,1,97.5,0.3818,0.141,0.794,0.065,0.005076142131979695
32,5.09375,6,0,1.0,5.0,0.0,1,99.0,0.0,0.0,1.0,0.0,0.0
32,5.15625,0,0,0.0,7.0,0.0,1,100.0,0.2263,0.144,0.736,0.12,0.0049504950495049506
34,4.647058823529412,0,0,0.0,8.0,1.0,1,99.0,0.714,0.183,0.817,0.0,0.005
27,6.296296296296298,0,0,0.0,2.0,0.0,1,100.0,0.34,0.088,0.912,0.0,0.0049504950495049506
36,4.5,0,0,0.0,6.0,0.0,1,100.0,0.128,0.131,0.749,0.119,0.0
29,5.0344827586206895,0,0,0.0,6.0,0.0,1,88.5,-0.4951,0.067,0.765,0.169,0.0
36,4.388888888888889,0,0,0.0,5.0,0.0,1,197.0,-0.0772,0.0,0.956,0.044,0.010101010101010102
36,4.25,0,0,0.0,5.0,0.0,1,96.0,0.8271,0.244,0.756,0.0,0.015463917525773196
30,5.166666666666667,0,0,0.0,5.0,1.0,1,97.5,0.926,0.377,0.623,0.0,0.015228426395939087
30,5.2,0,0,0.0,6.0,0.0,1,186.0,0.4019,0.094,0.906,0.0,0.0
40,3.95,0,0,0.0,4.0,0.0,1,66.66666666666667,0.4019,0.131,0.803,0.066,0.0
27,5.962962962962963,0,0,0.0,7.0,0.0,1,96.0,0.7269,0.248,0.687,0.066,0.005154639175257732
36,4.4444444444444455,0,0,0.0,4.0,0.0,1,100.0,0.7096,0.177,0.823,0.0,0.009900990099009901
36,4.4444444444444455,0,0,0.0,1.0,0.0,1,99.5,0.5423,0.117,0.883,0.0,0.0
37,4.216216216216216,0,0,0.0,5.0,0.0,1,198.0,0.0,0.0,1.0,0.0,0.010050251256281407
33,4.9393939393939394,6,0,0.0,4.0,0.0,1,99.5,0.5106,0.129,0.871,0.0,0.004975124378109453
33,4.9393939393939394,6,0,0.0,5.0,0.0,1,99.5,0.5106,0.129,0.871,0.0,0.004975124378109453
36,4.472222222222221,0,0,0.0,3.0,0.0,1,198.0,0.0,0.0,1.0,0.0,0.010050251256281407
29,5.517241379310344,0,0,0.0,7.0,0.0,1,193.0,0.4939,0.135,0.865,0.0,0.005154639175257732
34,4.764705882352942,1,0,0.0,7.0,0.0,1,100.5,0.3612,0.075,0.925,0.0,0.009852216748768473
35,4.571428571428571,0,1,1.0,7.0,0.0,1,65.0,0.6239,0.128,0.872,0.0,0.005050505050505051
40,3.95,1,0,1.0,7.0,0.0,1,201.0,0.7096,0.148,0.852,0.0,0.0049504950495049506
32,4.4375,0,0,2.0,8.0,0.0,1,89.0,-0.743,0.0,0.767,0.233,0.0
35,4.685714285714286,0,0,0.0,3.0,0.0,1,202.0,-0.4588,0.0,0.867,0.133,0.009852216748768473
33,4.848484848484849,0,0,0.0,9.0,0.0,1,65.0,0.5256,0.108,0.892,0.0,0.0
33,4.96969696969697,0,0,0.0,3.0,1.0,1,100.0,0.1779,0.111,0.796,0.093,0.0049504950495049506
35,4.6571428571428575,2,0,0.0,3.0,1.0,1,202.0,0.4939,0.116,0.884,0.0,0.0
32,5.15625,0,0,0.0,10.0,0.0,1,66.66666666666667,-0.3089,0.0,0.93,0.07,0.0
31,5.193548387096773,4,0,2.0,5.0,1.0,1,98.5,-0.5283,0.0,0.868,0.132,0.005025125628140704
36,4.4444444444444455,0,0,0.0,8.0,0.0,1,66.33333333333333,-0.6124,0.054,0.791,0.156,0.0049504950495049506
35,4.428571428571429,0,0,0.0,1.0,0.0,1,38.4,0.3612,0.124,0.818,0.058,0.0
35,4.514285714285714,0,0,0.0,5.0,0.0,1,97.5,0.0,0.0,1.0,0.0,0.005076142131979695
34,4.764705882352942,0,0,0.0,5.0,0.0,1,99.0,0.5106,0.137,0.863,0.0,0.005
30,5.033333333333333,3,0,0.0,4.0,0.0,1,90.5,0.0,0.0,1.0,0.0,0.0
32,4.75,0,1,0.0,4.0,1.0,1,94.5,0.68,0.172,0.828,0.0,0.010471204188481676
32,4.96875,6,0,0.0,6.0,0.0,1,65.0,0.1531,0.085,0.847,0.068,0.005050505050505051
31,5.064516129032258,0,0,2.0,6.0,0.0,1,197.0,0.0,0.0,1.0,0.0,0.005050505050505051
32,4.96875,6,0,0.0,6.0,0.0,1,65.0,0.1531,0.085,0.847,0.068,0.005050505050505051
35,4.542857142857144,1,0,0.0,9.0,1.0,1,197.0,0.6486,0.122,0.878,0.0,0.005050505050505051
33,4.818181818181818,1,0,0.0,2.0,0.0,1,195.0,-0.3612,0.035,0.883,0.082,0.02040816326530612
34,4.676470588235294,0,0,0.0,6.0,1.0,1,97.5,0.7506,0.176,0.824,0.0,0.005076142131979695
34,4.676470588235294,0,0,0.0,6.0,1.0,1,97.5,0.7506,0.176,0.824,0.0,0.005076142131979695
35,4.285714285714286,0,0,0.0,5.0,0.0,1,61.333333333333336,-0.3094,0.07,0.822,0.108,0.016042780748663103
627,4.853269537480063,24,0,2.0,60.0,0.0,1,251.66666666666666,0.9357,0.059,0.922,0.018,0.004224980195405334
657,5.2846270928462715,41,0,1.0,86.0,1.0,1,301.85714285714283,-0.8296,0.082,0.818,0.1,0.0023612750885478157
726,5.042699724517906,29,0,0.0,94.0,2.0,1,172.69230769230768,-0.7492,0.09,0.817,0.093,0.006204298692665633
797,4.766624843161857,21,2,21.0,65.0,0.0,1,114.65853658536585,-0.9978,0.027,0.837,0.136,0.00949367088607595
840,5.4940476190476195,25,4,10.0,133.0,1.0,1,244.69565217391303,0.9949,0.107,0.846,0.047,0.004247787610619469
638,5.752351097178683,24,0,5.0,110.0,2.0,1,201.77272727272728,-0.9957,0.065,0.807,0.128,0.007407407407407408
613,5.270799347471453,40,0,3.0,63.0,1.0,1,179.27272727272728,-0.9991,0.058,0.734,0.207,0.003028009084027252
638,5.001567398119122,2,0,1.0,74.0,1.0,1,262.26666666666665,0.7939,0.123,0.772,0.105,0.004055766793409379
637,5.6891679748822614,20,0,1.0,82.0,5.0,1,275.8125,0.8853,0.085,0.845,0.07,0.005875706214689265
706,5.0,44,0,2.0,91.0,4.0,1,205.61904761904762,-0.9943,0.062,0.818,0.12,0.005071461502996773
710,4.669014084507042,16,0,2.0,57.0,2.0,1,151.22222222222223,0.9579,0.105,0.814,0.081,0.0021903139449987834
581,5.497418244406196,13,0,8.0,85.0,2.0,1,175.72727272727272,0.9966,0.15,0.81,0.041,0.005145356315924878
642,5.095015576323989,57,1,1.0,77.0,0.0,1,235.76470588235293,-0.9776,0.045,0.869,0.086,0.006217358865953743
843,4.6892052194543306,21,0,0.0,87.0,4.0,1,105.15217391304348,0.9725,0.114,0.795,0.092,0.001841620626151013
507,4.842209072978304,40,0,1.0,60.0,4.0,1,60.2,0.9869,0.153,0.744,0.103,0.004879635653871178
412,5.1213592233009715,5,0,0.0,31.0,0.0,1,116.04545454545455,0.9948,0.205,0.724,0.071,0.0019409937888198758
514,5.245136186770428,23,0,3.0,63.0,1.0,1,131.28,-0.8082,0.11,0.781,0.109,0.0024147298520977964
966,5.061076604554866,23,0,5.0,125.0,0.0,1,131.44444444444446,-0.7536,0.081,0.833,0.087,0.0030105368790767687
971,4.4953656024716775,38,0,0.0,116.0,1.0,1,94.96491228070175,0.9936,0.119,0.825,0.056,0.0023752969121140144
870,4.403448275862068,0,0,0.0,91.0,1.0,1,110.23255813953489,0.9982,0.155,0.801,0.044,0.0012547051442910915
504,4.5059523809523805,13,0,0.0,45.0,1.0,1,79.97142857142858,0.995,0.133,0.854,0.013,0.0017605633802816902
900,5.273333333333333,56,0,0.0,120.0,6.0,1,142.825,0.9992,0.155,0.844,0.001,0.008344923504867872
572,5.223776223776223,15,0,4.0,69.0,0.0,1,183.0,0.8054,0.105,0.806,0.089,0.004347826086956522
590,4.954237288135594,6,0,1.0,79.0,3.0,1,115.90322580645162,0.9894,0.142,0.781,0.077,0.005793103448275862
679,5.175257731958762,10,0,0.0,62.0,2.0,1,185.69565217391303,0.9054,0.114,0.786,0.1,0.0020988805970149254
640,5.059375,7,0,0.0,91.0,1.0,1,284.14285714285717,0.9898,0.119,0.817,0.064,0.00802608477552044
642,4.928348909657322,11,0,0.0,64.0,0.0,1,204.1578947368421,-0.9768,0.062,0.838,0.1,0.0017967145790554414
629,5.578696343402226,2,0,2.0,88.0,1.0,1,250.8235294117647,-0.8024,0.066,0.844,0.09,0.006546644844517185
876,5.180365296803653,27,0,0.0,107.0,1.0,1,252.0909090909091,-0.995,0.093,0.768,0.139,0.003952569169960474
640,5.084375,16,0,2.0,67.0,2.0,1,173.0,0.9392,0.116,0.803,0.081,0.00225
639,4.8841940532081365,9,0,2.0,63.0,0.0,1,276.0,0.982,0.096,0.85,0.054,0.006444960041247744
238,5.226890756302521,2,0,0.0,39.0,0.0,1,251.5,-0.9634,0.026,0.862,0.112,0.0033025099075297227
749,5.085447263017357,8,0,10.0,83.0,0.0,1,246.3684210526316,-0.9906,0.106,0.74,0.154,0.004044274159216688
642,5.0311526479750786,19,0,0.0,64.0,3.0,1,171.56521739130434,0.9983,0.167,0.815,0.018,0.0027742749054224464
543,4.50828729281768,96,0,4.0,76.0,5.0,1,70.88372093023256,0.9984,0.223,0.723,0.054,0.005798969072164949
400,4.675,3,0,0.0,55.0,2.0,1,104.27272727272727,0.7965,0.127,0.774,0.099,0.0008613264427217916
1286,4.635303265940903,77,2,9.0,129.0,1.0,1,126.56896551724138,-0.891,0.09,0.812,0.099,0.0028305701577031944
723,5.0304287690179805,1,0,1.0,116.0,2.0,1,116.13157894736842,0.9982,0.193,0.73,0.077,0.0011220825852782765
721,4.883495145631068,0,0,4.0,62.0,4.0,1,133.6875,0.9427,0.076,0.876,0.048,0.0034746351633078527
1663,4.542994588093807,79,2,4.0,182.0,11.0,1,116.3125,0.9829,0.097,0.829,0.074,0.00201934318205973
487,4.936344969199179,0,0,2.0,57.0,0.0,1,127.47826086956522,0.9859,0.178,0.721,0.101,0.0006768189509306261
493,5.421906693711968,45,0,9.0,70.0,1.0,1,191.05882352941177,0.9847,0.107,0.844,0.049,0.012851897184822521
